id,type,sku,name,status,featured,catalog_visibility,short_description,description,date_on_sale_from,date_on_sale_to,tax_status,tax_class,stock_status,backorders,sold_individually,weight,length,width,height,reviews_allowed,purchase_note,price,regular_price,manage_stock/stock_quantitiy,category_ids,tag_ids,shipping_class_id,attributes,attributes,default_attributes,attributes,image_id/gallery_image_ids,attributes,downloads,downloads,download_limit,download_expiry,parent_id,upsell_ids,cross_sell_ids,brand
,,,BioRoot,1,0,visible,,BioRoot is a natural plant growth supplement that helps plants establish healthy and vibrant root systems.   <p>It contains plant-and mineral-derived organic acids and humates that encourage beneficial microbial activity in the root zone.   <p>BioRoot is outstanding for seedlings and cuttings as well as all phases of plant growth. Use BioRoot with all types of plants growing in all kinds of garden soils and potting mixes. It works in harmony with the superior plant nutrition of the General Organics BioThrive Grow and Bloom.,,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,16.98,16.98,0,Nutrients & Supplements > General Organics,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/bioroot.jpg,,,,,,,,,General Hydroponics
,,,BioWeed,1,0,visible,,BioWeed is a plant and soil vitality booster. An organic blend of cold processed seaweeds encourages dramatically enhanced and thriving vegetative growth. It works in harmony with the superior plant nutrition of the General Organics BioThrive Grow and Bloom.,,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,20.22,20.22,0,Nutrients & Supplements > General Organics,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/bio-weed.jpg,,,,,,,,,General Hydroponics
,,,CaMg+,1,0,visible,,"CaMg+ is a component of the unique organic BioThrive Grow and BioThrive Bloom formula. CaMg+ is derived from all natural sources, not calcium nitrate. It must be added in conjunction to make calcium available to plants grown hydroponically. Calcium is an essential element that plants use to building strong healthy cell walls. Thus, it also promotes disease resistance. In general, it is a great supplement containing additional minerals necessary for structure.",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,18.12,18.12,0,Nutrients & Supplements > General Organics,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/camg.jpg,,,,,,,,,General Hydroponics
,,,Diamond Black,1,0,visible,,"Diamond Black is derived from 100% pure mined Leonardite, a naturally occurring form of carbon drawn from prehistoric peat bogs. Containing an exceptionally high percentage of plant-active humates, Diamond Black supports benefi cial microbial activity in soils and increases micronutrient availability. Diamond Black can be added to all kinds of garden soils and potting mixes, and used with a wide variety of plants during all phases of growth.",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,16.98,16.98,0,Nutrients & Supplements > General Organics,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/DiamondBlackbottle.jpg,,,,,,,,,General Hydroponics
,,,Diamond Nectar,1,0,visible,,"<i>Liquid Premium Organic Humic Acid</i>  <br><br>  Despite the low level of nutrients found in natural soil-based environments, plant growth nevertheless occurs because the smallest humic acids channel available nutrients directly into nearby vegetation. By accelerating nutrient absorption at the root boundary zone where minerals enter the plant, small particle sized humic acids optimize nutrient uptake in fast growing vegetation. Diamond Nectarâ„¢ applies the magic of the smallest available humic acids to nutrient rich hydroponic environments by grabbing these nutrient minerals and transporting them into plant roots for faster growth and higher yields. Diamond Nectarâ„¢ supercharges your nutrients in order to optimize the health of your plants and the quality of your crops.  <br><br>  Due to the natural nature of this organic product, variations in color may occur. Be assured each batch of Diamond Nectarâ„¢ is tested for consistent quality and results you can count on.",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,17.25,17.25,0,Nutrients & Supplements > General Hydroponics,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/Diamond_Nectar.jpg,,,,,,,,,General Hydroponics
,,,FloraDuo Complete,1,0,visible,,"<b>FloraDuo Complete, concentrated and cost effective.<br>  FloraDuo is a new formula derived from the latest scientific discoveries</b>  <br><br>  FloraDuo is a ""classic"" mineral nutrient, with a difference (and an essential one), where each of the elements a plant needs is derived from a large variety of different sources. To create an excellent nutrient, you need of course a precise formula. But this is not all! It also is very important that each element comes from different sources, and different salts. This is how they are made available at all times, in a form plants can absorb them. And we don't stop at that. We add in our bottle elements we could call ""bio-activators"", that are not directly nutrients for plants, but which improve their general health, help them better absorb their food, and better resist to pathogen and insect aggressions.  <br><br>  FloraDuo is a complete nutrient, especially designed for fast growing plants, with a marked difference between growth and flowering needs. It comes in 2 parts: FloraDuo Grow and FloraDuo Bloom. it to all regions, FloraDuo is highly concentrated : 4 ml/L are enough for a balanced and vigorous growth. Its price also is very attractive.  <br><br>  FloraDuo is economical and cost effective. FloraDuo is also user-friendly : by mixing 3 parts FloraDuo Grow with 1 part FloraDuo Bloom, you'll address all growth requirements. Then, by reversing these proportions (3 parts Bloom with 1 part Grow), you'll attend to all fl owering needs. FloraDuo guarantees a perfect balance between growing and flowering. You need nothing else for abundant and healthy yields. Like for all our nutrients, FloraDuo is an exhaustive formula: no need for complements to improve your plants diet. It includes 30 years of studies and experience, from our years collaborating with research laboratories (particularly with the University of California at Davis), and also thanks to the information provided by thousands of people using our products worldwide.",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,10.5,10.5,0,Nutrients & Supplements > General Hydroponics,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/flora-duo.jpg,,,,,,,,,General Hydroponics
,,,Floralicious Series,1,0,visible,,"<i>Organic Based Supplements</i>  <p>  Floralicious is a potent organic nutrient additive made from the best nature has to offer. A highly concentrated blend of plant, marine plants, and mineral extracts, Floralicious allows users to experience flavors, aroma, and yield like never before! And Floralicious is much more economical to use than the leading supplement. Guided by the latest scientific findings, our unique fermentation process creates a potent blend of phytostimulants and biometabolic precursors that enables Floralicious to bring out your plants full genetic potential. Floralicious augments metabolic activity in the root zone, stimulates Krebs cycle metabolism, and facilitates mineral transport and bioconversion. In addition, Floralicious enhances polyamine synthesis and encourages the biosynthesis of complex secondary aromatic compounds. Floralicious contains a perfect balance of vitamins, phytohormones, humic acids, polysaccharides, fructans, beta-glucans, L-amino acids, and polyflavonoids. Floralicious leads to hydroponics with flavor and incredible yields!  <table><tr>  <td valign=top><img border=""0"" width=100 height=110 src=""images/FloraliciousBloom.jpg""></td>  <td valign=top><span class=subheading><strong>Floralicious&trade; Bloom</strong></span><br>  <i>Organic Based Supplement</i>  <p>  Floralicious Bloom&trade; promotes maximum flower size and fruit swelling for heavier yields. Offers phenomenal flavor and bouquet upon harvest. Leads to more coloration that is vibrant with an improved overall appearance.  </td>  </tr></table>  <table>    <tr>  <td valign=top><img border=""0"" width=100 height=110 src=""images/FloraliciousGrow.jpg""></td>  <td valign=top><span class=subheading><strong>Floralicious&trade; Grow</strong></span><br>  <i>Organic Based Supplement</i>  <p>  Floralicious Grow&trade; enhances metabolic activities and nutrient assimilation that results in more vigorous growth. Builds the foundation of root and leaf mass needed for superior harvests.  </td>  </tr></table>",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,26.84,26.84,0,Nutrients & Supplements > General Hydroponics,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/Floralicious.jpg,,,,,,,,,General Hydroponics
,,,Floralicious Plus,1,0,visible,,"<i>Super Concentrated Nutrient Enhancer</i>  <br><br>  Its all in there! Floralicious Plusâ„¢ is a super concentrated blend of plant, marine, and mineral extracts. Floralicious Plusâ„¢ is a one part nutrient additive to be used throughout the plants growing cycle.  <br><br>  Floralicious Plusâ„¢ contains the natural building blocks of life and is used in addition to your regular fertilizer program.  <br><br>  Floralicious Plusâ„¢ enhances mineral nutrient uptake and transport in your plants. The active carbon technology facilitates the conversion and biosynthesis of complex secondary aromatic compounds. Floralicious Plusâ„¢ enhances metabolic growth, promotes flower development, encourages fruit swelling, and facilitates essential oil production. Floralicious Plusâ„¢ will also encourage beneficial microbial activity in the root zone.  <br><br>  Floralicious Plusâ„¢ means plants with incredible flavor and extraordinary yield!",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,21.84,21.84,0,Nutrients & Supplements > General Hydroponics,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/floraliciousplus.jpg,,,,,,,,,General Hydroponics
,,,FloraNectar,1,0,visible,,"<i>Sweetener</i>  <br><br>  Our scientists have formulated FloraNectar to optimize the greatest transference of sweetness and aroma into your fruits and flowers.  <br><br>  FloraNectar contains all natural raw cane sugar, molasses, malt syrup, select plant based esters, L-amino acids, organic acids, polyflavonoids, vitamins and essential minerals.  <br><br>  This unique blend of ingredients helps your plants regulate enzymes that trigger specific reactions involved in maintaining optimal metabolism. This allows your plants to achieve a balance between respiration and photosynthesis in high intensity growing environments where the rate of respiration can sometimes exceed the rate of photosynthesis.  <br><br>  As a result, FloraNectar ensures optimal metabolic rates during the flowering and fruiting phase when nitrogen levels have been reduced.  <br><br>  FloraNectar also promotes a sturdier plant structure during the vegetative phase when high levels of nitrogen are present.  <br><br>  FloraNectar fulfills the additional energy requirements of your plants throughout all phases of growth and during stressful times of transition.",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,21,21,0,Nutrients & Supplements > General Hydroponics,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/FloraNectar.jpg,,,,,,,,,General Hydroponics
,,,Flora Shield,1,0,visible,,"<i>Plant and System Rinse</i>  <ul>  <li>Maintain healthy roots without resorting to harsh, toxic chemicals.  <li>FloraShield's unique combination of compounds can thoroughly rinse systems and plants during all phases of the life cycle.  <li>Its mode of action makes General Hydroponics FloraShield safe to use on and around actively growing plants at all stages of growth.  <li>Growers around the globe attest to FloraShield's ability to solve root rot problems.  </ul>",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,14.95,14.95,0,Nutrients & Supplements > General Hydroponics,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/FloraShield.jpg,,,,,,,,,General Hydroponics
,,,FloraKleen,1,0,visible,,"<i>Salt Clearing Solution</i>  <ul>  <li>Dissolves accumulated fertilizer salts  <li>Reduces plant stress from excess and imbalanced nutrients  <li>Releases nutrient bonds between plants and systems, also correcting nutrient lock-out  <li>Use FloraKleen as a final flush a few days before harvest to promote maturation and sugaring  <li>Safe for use in all systems and media while plants are growing  </ul>  <p>  FloraKleen&trade; removes fertilizer residues that can accumulate over time in hydroponic systems, growing media, and potting soils. Use FloraKleen&trade; monthly to purge your hydroponic system or potted plants of excess salts that can accumulate as a result of regular fertilizer application. FloraKleen&trade; is an excellent final flush, and can be used at any time to dissolve mineral and salt buildup. Its high concentration and low price make FloraKleen&trade; the economical choice for maintaining your plants in both hydroponic and soil-based environments.",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,9.78,9.78,0,Nutrients & Supplements > General Hydroponics,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/FloraKleen.jpg,,,,,,,,,General Hydroponics
,,,KoolBloom,1,0,visible,,"<i>Ripening Formula</i>  <ul>  <li>Encourages abundant flowering  <li>Facilitates ripening in annuals  <li>Boosts production of essential oils and fragrances  <li>Increases size and weight of fruits and flowers  <li>Precisely formulated to boost potency and enhance the performance of all types of nutrients  </ul>  <p>  KoolBloom&trade; is a highly concentrated nutrient additive that promotes abundant flowering and helps facilitate ripening in annual flowers and herbs. KoolBloom&trade; is rich in phosphorous and potassium, fortified by our own secret ingredients. This blend enhances production of essential oils and fragrances by mildly stressing plants during the formation of fruits and flowers. KoolBloom&trade; can be used as a nutrient additive during the second phase of reproductive growth, or as a stand-alone nutrient at the very end of a plant's life cycle. KoolBloom&trade; will result in larger, heavier fruits and flowers.",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,15.28,15.28,0,Nutrients & Supplements > General Hydroponics,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/KoolBloom_L.jpg,,,,,,,,,General Hydroponics
,,,Liquid KoolBloomÂ® 0 - 10 - 10,1,0,visible,,"<i>Ripening Formula</i>  <br><br>  Liquid KoolBloomâ„¢ is a bulking agent that goes way beyond other bloom boosters. Enriched with stress reducing vitamins and nutrient transporting acids, Liquid KoolBloomâ„¢ promotes heavy production of essential oils, fantastic flavors, and increases fruiting and flower development.  <br><br>  Liquid KoolBloomâ„¢ is instantly soluble in your reservoir and immediately available for plant uptake. Liquid KoolBloomâ„¢ is precisely formulated to enhance the performance of GH's Flora, Nova, and Maxi series nutrients.  <br><br>  Liquid KoolBloomâ„¢ should be used at the start of the reproductive cycle initiating larger, heavier fruits and flowers. During the last two weeks, use Dry KoolBloomâ„¢ for an additional bloom boost and to facilitate ripening.",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,21.76,21.76,0,Nutrients & Supplements > General Hydroponics,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/Liquid_KoolBloom.jpg,,,,,,,,,General Hydroponics
,,,Rapid Start,1,0,visible,,"<i>Rooting Enhancer, Growth Stimulant</i>  <p>  Explosive new root formation and root development on cuttings Increases root length, root branching, and number of fine root hairs Greater amounts of root mass aids in nutrient uptake Reduces stress in early plant development  <ul>  <li>Bulking agent  <li>Vitality booster Will not stain or leave a film on roots  <li>Made in the USA.  </ul>  <b>RAPID START</b> - is a proprietary blend of unique ingredients. Derived from plant extracts.  <p>  THIS IS NOT A COPY OF ANY OTHER PRODUCT ON THE MARKET.  <p>  No chemicals or Plant Growth Regulator!  <p>  <b>Rapid Start</b> - is formulated with unique ingredients exclusive to GH.  <b>Rapid Start</b> - can and should be used from first planting / cutting at the aggressive rate through vegetative and into flowering cycle at which point the dosage should be gradually lowered to the normal application rate.  <b>Rapid Start</b> - can be used alone or in combination with any and all products, there are no known adverse reactions or interactions. Rapid Start should not affect either pH or EC in any significant manor.  <p>  <span class=subheading>Results from using Rapid Start:</span>  <ul>  <li>Increases plant, flower and fruit size, is also a bulking agent  <li>Increases root length and fi ne root hairs  <li>Increases number of lateral roots (branching)  <li>Stimulate new root development  <li>Reduces stress in early plant development  <li>Is clean, will not coat roots causing darkening / staining  </ul>  <p>  <strong>Usage:</strong>  <p>  Add after nutrient solution has been mixed and ph adjusted (if any nutrients are being used), in cloning machines add directly to water cutting / seed start through early part of flowering cycle (2.5ml) per gallon aggressive feeding / (1 ml) per gallon moderate application.",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,24.69,24.69,0,Propagation Supplies,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/Rapid-Start.jpg,,,,,,,,,General Hydroponics
