ID,Title,Content,Excerpt,Date,"Post Type",Permalink
14861,"Mega Morpheus Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/mega-morpheus-gallon/
14862,"Pegasus Potion","<p>Pegasus Potion is a new concept of nitrogen delivery. Extraction through enzyme hydrolysis makes Pegasus Potion more biochemically viable, preserving amino acid integrity by breaking proteins at specific sites. This is the first pure-nitrogen product on the market that is not a salt based mineral or urea based nitrogen. Incredibly gentle on plants’ foliage and root zone, Pegasus Potion provides a readily available amino acid nitrogen source. Pegasus Potion can be used as an extremely effective foliar spray as well as a root drench to promote greening and vegetative growth.<p/>    <p>Also known as Feather Tea by Harvest Moon Organics<p/>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/pegasus-potion/
14863,"Pegasus Potion Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/pegasus-potion-quart/
14865,"Pegasus Potion Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/pegasus-potion-gallon/
14866,"Posiedonzyme Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/posiedonzyme-quart/
14868,"Posiedonzyme Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/posiedonzyme-gallon/
14869,"Tritan's Trawl","<p>Triton's Trawl (0.5-4-0) is a liquid fishbone bloom enhancement from Nectar for the Gods. It uses amino acids derived from fish cartilage to promote enhanced flavors, aromas and aesthetic quality.For best results use Triton's Trawl in tandem with Herculean Harvest to achieve the highest yields combined with superior taste and aroma<p/>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/tritans-trawl/
14870,"Tritan's Trawl Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/tritans-trawl-quart/
14872,"Tritan's Trawl Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/tritans-trawl-gallon/
14873,"SNS Colloidal Silver Sulfur  1/2 Gal. concentrate 2:1",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/sns-colloidal-silver-sulfur-1-2-gal-concentrate-21/
14875,"Super Sprouter Heat Mat","<li>Warms root area approximately 10° - 20° F over ambient temperature to improve germination process.  <li>Helps gardeners have better success rates with seedlings and cuttings.  <li>Heavy-duty construction makes this mat very durable.  <li>More than 20% larger than competitive mats. This allows even warming of your entire tray.  <li>More consistent heating with fewer hot spots than other seedling heat mats.      <p>Single Tray Dimensions: 10” x 21” and it is 20 watts  <p>Dual Tray Dimensions:   12” x 48” and it is 60 watts",,"September 3, 2019",product,http://hmoonhydroponics.com/product/super-sprouter-heat-mat/
14876,"Heat Mat Single Tray",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/heat-mat-single-tray/
14878,"Heat Mat Dual Tray",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/heat-mat-dual-tray/
14879,"Heat Mat Thermostat",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/heat-mat-thermostat/
14880,"Mini Greenhouse Kit",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/mini-greenhouse-kit/
14881,"Flora Series Performance Pack","Everything you need for an 8 week grow/bloom cycle, and all in one box! Contains: 16 oz. FloraBloom, 16oz Micro, 16oz Grow, 8 oz. FloraBlend & 8oz  KoolBloom, 4oz FloraKleen, 1oz Floralicious Plus, 1oz RapidStart. & 1oz pHTest Kit-Wide",,"September 3, 2019",product,http://hmoonhydroponics.com/product/flora-series-performance-pack/
14882,"Flora Series Performance Pack (Complete 8 week grow/bloom starter kit)",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/flora-series-performance-pack-complete-8-week-grow-bloom-starter-kit/
14884,"Rhino Skin (4L)",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/rhino-skin-4l/
14885,"Bud Ignitor 1 Lt","<p> Early Phase Budding Site and Bloom Booster. Jump your plants into bloom and see flowering sites in half the time!!    <p>BUD IGNITOR BENEFITS:<p>    <li>MAXIMUM YIELDS/MAXIMUM BUDDING SITES  <li>OPTIMIM FLORAL DEVELOPMENT  <li>SAVE TIME AND MONEY  <li>OPTIMIM FLOWERING  <li>OPTIMIM ESSENTIAL OILS  <li>MORE CROP CYCLES PER YEAR    <p>WHEN TO USE BUD IGNITOR: Use in the first two weeks of bloom phase.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/bud-ignitor-1-lt/
14886,"Bloom Blastic 0-20-21","All bloom additives in one bottle: booster, accelerator, hardener & flower enhancer.  <li>Bloombastic is highly concentrated.  <li>Bloombastic stretches the flower cell, increasing intake capacity of potassium.  <li>Bloombastic triggers the sugar and bloom production.  It creates more compact and heavier blooms compared to competitive products.  There will also be an increase in essential oils.  <li>Bloombastic simulates the enzyme process which will make your plant less sensitive to stress factors such as: heat, dry air, high light levels, diseases and nutrient deficiencies.  <li>Bloombastic contains at least 50% more phosphorus and potassium than competitive bio-stimulants.  Contains sea kelp and clay minerals that make it organic based. Delivers a healthy consuming end product.  <li>Bloombastic is suitable for all substrates and can be used in hydroponic, soil and coco applications.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/bloom-blastic-0-20-21/
14887,"BloomBlastic 80 ml (12/cs)",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/bloomblastic-80-ml-12-cs/
14889,"BloomBlastic 325 ml",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/bloomblastic-325-ml/
14890,"BloomBlastic 1.25 Liter",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/bloomblastic-1-25-liter/
14891,"BloomBlastic 5.5 Liter",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/bloomblastic-5-5-liter/
14892,"Atami RootBlastic","<li>Rootbastic is a super concentrated root stimulator with a combination of high NPK bio stimulants and Bio minerals which creates explosive root production. It is a versatile nutrient booster that will create root production with unprecedented speed. Rootbastic will make roots stronger and healthier and is ideal for after planting stem cuttings when the first roots are visible  <li>this new Rootbastic is for you! Rootbastic is a booster that promotes massive root production.  <li>Rootbastic makes the roots stronger and healthier and is ideal for after planting stem cuttings when the first roots are visible  Application:  <p>  <li>Start using Rootbastic WHEN THE ROOTS are approximately 2 inch long. This will occur during the first WEEKS OF THE ROOTING STAGE when you have done your cuttings.  <li>After this, you can still add Rootbastic during the first three weeks of plant growth.  <li>Keep your base nutrients low as in the rooting stage adding Roootbastic will primarily stimulate your root production.  <li>Begin with the minimum Rootbastic dosage and gradually increase to maximum strength.  <p>  ADD 0.3 ML TO 1 ML OF ROOTBASTIC PER 1 US GALLON of water (0.1 – 0.3 ml per 1,000 ml) in your reservoir.    <li>Rootbastic can be used in ALL GROWING MEDIA and in combination with ALL FEEDING METHODS.  Growing tip:    <li>Please note that this product WILL INCREASE THE PPM (Parts Per Million) OF YOUR NUTRIENT SOLUTION",,"September 3, 2019",product,http://hmoonhydroponics.com/product/atami-rootblastic/
14893,"Atami RootBlastic 80 ml.",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/atami-rootblastic-80-ml/
14895,"Atami RootBlastic 250 ml",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/atami-rootblastic-250-ml/
14896,"B`Cuzz Blossom Builder 100 ml.",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/bcuzz-blossom-builder-100-ml/
14898,"B`Cuzz BlossomBuilder 355 ml.",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/bcuzz-blossombuilder-355-ml/
14899,"B1Cuss BlossomBuilder 946 ml.",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/b1cuss-blossombuilder-946-ml/
14900,"Universal T5HO Sunblaster Light Stand","UNIVERSAL T5 STAND  <p>  This light Stand Fits All Sizes SunBlaster T5HO Strip Lights  </p>  <li>18"" Sunblaster with Nano Reflector</li>  <li>2`Sunblaster with Nano Reflector</li>  <li>3` Sunblaster with Nano Reflector</li>  <li>4` Sunblaster with Nano Reflector</li>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/universal-t5ho-sunblaster-light-stand/
14901,"Universal T5HO Stand",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/universal-t5ho-stand/
14903,"Sunblaster 55 watt CF 6400 Kelvin-Standard Socket",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/sunblaster-55-watt-cf-6400-kelvin-standard-socket/
14905,"SunBlaster 25 watt green Visual lamp-standard socket",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/sunblaster-25-watt-green-visual-lamp-standard-socket/
14906,"Grow Light Garden","Future Harvest Development  <p>  Two-2`Sunblaster lamps with the NANO Reflector  Stand For Support  Grow Tray with pots and Matting  </p>  READY FOR YOUR INDOOR GARDEN ON ANY TABLE TOP!",,"September 3, 2019",product,http://hmoonhydroponics.com/product/grow-light-garden/
14907,"Grow Light Garden",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/grow-light-garden-2/
14909,"MIGHTY BOMB","Might Bomb Spider mite Pest control  Non-Toxic 100% organic kills spider mites on contact.  Mighty Bomb has been formulated to be a very powerful and effective natural mite killer.  Due to its extreme potency, it is recommended that you use it only in diluted form:  for the concentrated please mix 50% water and 50% Mighty bomb.    FEATURES    Optimal Ph of 6.0-7.5  will not clog stomata or inhibit Photosynathesis  this product is vey effective killing spider mites, thrips, aphids, fungus gnats and their larva !  Apply with pump sprayer or spray bottle  Spray tops of leaves and more importantly bottoms of foliage where mites hang out.  It is important to take your time and make sure you get every spot on your infected plant!  Mites are very small and easy to miss, so do a good job and your plants will thank you!  Important to turn off room fans and lights to let plants dry slower!  this product will evaporate clean. Sore in a cool dry place",,"September 3, 2019",product,http://hmoonhydroponics.com/product/mighty-bomb/
14910,"Mighty Bomb 32 oz, Bottle RTU (16/cs)",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/mighty-bomb-32-oz-bottle-rtu-16-cs/
14912,"Might Bomb 2 Gal. Conerntrate",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/might-bomb-2-gal-conerntrate/
14913,Decision,"<p>Decision is a specialized form of plant nutrition most commonly used as a standalone fertilizer to initiate rapid flower response and development during the transitional phase from vegetative to flowering growth.</p>  <p> The formula comprising Decision’s chemistry also has a secondary use of ceasing prolific or excessive plant stretch or growth without the use of caustic plant growth regulators. </p>  <p>Providing plants a strict diet of nothing but Decision will curtail plant frame building and increase reproductive site formation.</p>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/decision/
14914,"Decision Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/decision-quart/
14916,"Decision Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/decision-gallon/
14917,"Decision 2.5 Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/decision-2-5-gallon/
14918,Equinox,"<p>This essential component is the base plant feed, providing a copious share of Nitrogen and Calcium along with complementary elemental traces. As the core of the New Millenium Fertilizer System™, Equinox is concentrated and refined to yield a product that is workable and low in residual salts.</p>    <p>**NOTE: SEASONS ARE MEANT TO BE USED IN CONJUNCTION WITH EQUINOX!**</p>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/equinox/
14919,"Equinox Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/equinox-quart/
14921,"Equinox Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/equinox-gallon/
14923,"Equinox 2.5 Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/equinox-2-5-gallon/
14925,"Lightning Start","<p>This wonder supplement for vegetative enhancement is one of New Millenium's most powerful stimulants!! </p>  <li>A very special type of seaweed along with a collage of micro and macro elements makes this truly a one-hit wonder product</li>  <li>A major abundance of cytokinins, auxins, and gibberellins allow for increased cellular division</li>  <li>feeder root stimulation</li>  <li>intermodal stacking, and natural potassium supplementation </li>  <p>*Use this product sparingly as it contains very potent natural occurring hormones* </p>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/lightning-start/
14926,"Lightning Start Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/lightning-start-quart/
14928,"Lightning Start Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/lightning-start-gallon/
14929,"Lightning Start 2.5 Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/lightning-start-2-5-gallon/
14930,"Ruby Ful#$%","<p>Officially registered as a Molybdenum fertilizer, which it indeed is, Ruby Ful#$% is rumored and humored to encourage plants efforts to:</p>  <li>Increase yield (#)</li>  <li>Promote return on investment ($)</li>    <li>Encourage plants to enhance the quality to which they produce (%)</li>    <p> Ruby Ful#$% contains substantial amounts of dead remnants of flora and fauna which has been decomposed to such a degree that they are no longer recognizable. This super-complexity is a house favorite as the uses seem to limitless without detrimental effects</p>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/ruby-ful/
14931,"Ruby Ful#$% Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ruby-ful-quart/
14933,"Ruby Ful#$% Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ruby-ful-gallon/
14934,"Ruby Ful#$% 2.5 Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ruby-ful-2-5-gallon/
14935,Spring,"<p>Modeled after natural plant nutritional elemental releases during the Mediterranean</p>      <p>SPRING seasons:   for the times when soils are wet, warming, drying, and much decomposing of the prior growing seasons  leftovers are taking place causing tremendous amounts of nutrient uptake from organic matter and biological weathering of bedrock to be freed up and available for eager hungry starts (i.e. cuttings, seedlings, and young sensitive transplants).</p>  <p>Spring is designed to be used in conjunction with Equinox in a traditional A & B style application &  Dosage and dilution ratios are customizable to harness the perfect start to your crops</p>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/spring/
14936,"Spring Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/spring-quart/
14938,"Spring Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/spring-gallon/
14939,"Spring 2.5 Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/spring-2-5-gallon/
14940,Summer,"<p>SUMMER is a very special season and part of the New Millenium Fertilizer System!</p>    <p>Designed to be an integral part of the richest diet plants may consume during their frame building window of opportunity.  In nature s best Mediterranean Summer, the soils warm, nutrient rich colloids and decomposing organic matter rapidly release, thus making their nutrients easily accessible to root systems, and enabling plants to size up their frames which help provide much structure and support for numerous healthy flower, fruit, or seed pod sites.  This is easily the most robust of the seasonal inputs!</p>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/summer/
14941,"Summer Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/summer-quart/
14943,"Summer Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/summer-gallon/
14945,"Summer 2.5 Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/summer-2-5-gallon/
14946,Autumn,"<p>AUTUMN -A superb recipe that compliments all the hard work put into securing foundation and structure!</p>    <p>Once a plant has decided that it needs to devote energy and reserves into building flower and fruit development,  Autumn will ensure all cravings and voids are fulfilled.  The select blend of ingredients was chosen for their direct response on aggressive hungry annuals</p>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/autumn/
14947,"Autumn Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/autumn-quart/
14949,"Autumn Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/autumn-gallon/
14950,"Autumn 2.5 Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/autumn-2-5-gallon/
14951,"Winter Frost","<p>A very powerful ripening solution made to accentuate terpene production and recycle the last remaining energy left in the plant towards fruit development. The winter like effects can be seen through exuberant oil production, immense purple, red, and burgundy coloration shifts from remaining chlorophyll are not uncommon, and last minute swelling of vine ripened fruits the plant has yielded</p>  <p>When dosed properly, the affected plant system uses everything left in reserve power to defend against frost and ensure swollen fruit pods are available for next year’s sowing</p>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/winter-frost/
14952,"Winter Frost Quart",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/winter-frost-quart/
14954,"Winter Frost Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/winter-frost-gallon/
14955,"Winter Frost 2.5 Gallon",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/winter-frost-2-5-gallon/
14956,"2' Nanotech Reflector for Sunblaster T5",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/2-nanotech-reflector-for-sunblaster-t5/
14958,"3' Nanotech Reflector for Sunblaster T5",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/3-nanotech-reflector-for-sunblaster-t5/
14959,"4' Nanotech Reflector for Sunblaster T5",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/4-nanotech-reflector-for-sunblaster-t5/
14960,"2' Sunblaster T5 Combo 6400k (2232 Lumens)",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/2-sunblaster-t5-combo-6400k-2232-lumens/
14961,"Sunblaster T5 Strip Connector",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/sunblaster-t5-strip-connector/
14962,"3' Sunblaster T5 Combo 6400k (3627 Lumens)",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/3-sunblaster-t5-combo-6400k-3627-lumens/
14963,"4' Sunblaster T5 Combo 6400k (5022 Lumens)",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/4-sunblaster-t5-combo-6400k-5022-lumens/
14964,"Holland Secret Starter Pack","<p>PlantLife Starter / Sample pack – 8 week starter kit contains:</p>  <ul>  <li>500 ml Holland Secret Grow  <li>500 ml Holland Secret Bloom  <li>500 ml Holland Secret Micro  <li>500 ml Calnesium  <li>500 ml Royal Black  <li>500 ml Super B+  <li>500 ml Bud Boom  <li>500 ml Prop-O-Gator  <li>500 ml CarboBlast </li>  <li>2 oz.QuickRoots</li>  <ul>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/holland-secret-starter-pack/
14965,"Holland Secret Starter Pack",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/holland-secret-starter-pack-2/
14967,"LEC 315 Ceramic Digital System","Sun System® LEC 315 utilizes cutting edge Light Emitting Ceramic™ technology. Highly efficient agriculturally engineered CDM-T Elite 315/930/U/E Agro Lamp (lamp included).
<ul>
 	<li>Greatly improved full color light spectrum out of next generation ceramic lamps. Higher amounts of beneficial UV and far red spectrums increase the lamps growth power to the plants. Very high 1.95 PPF per second light source.3100K color temperature, high 92 CRI, 33,000 initial lumens (105Lm/W). Long life 20,000 hour lamp. High 90% lumen maintenance @ 8000 hr./High 85% PPF maintenance @ 20,000 hr

Unique open rated lamp construction reduces radiant heat from the arc tube and is suitable for open fixture use. 50/60 Hz low frequency, square wave, highly efficient electronic ballast rated for 50,000 hour ballast life. 315w LEC driver incorporates built in thermal protection.</li>
 	<li>One year warranty on the lamp</li>
 	<li>runs on 120v cord (included)</li>
 	<li>Covers areas 5'x5'- 6'x6' square</li>
</ul>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/lec-315-ceramic-digital-system/
14968,"LEC 315 Ceramic Digital CMH System 120V",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/lec-315-ceramic-digital-cmh-system-120v/
14970,"Drying Rack 4 Tier","<p> A grower can take their entire harvest, and now dry it in an area that is 72.5 inches in circumference and a total height of 48 inches</p>  <ul>  <li>The Rack has four separate compartments each 13.5 inches in height, and can hold a minimum of 2-3 lbs of wet material per level</li>  <li>A 5 gallon bucket fits easily into the zippered opening, making product transfer a breeze</li>  <li>When you are finished drying your crop... the drying rack collapses to 1.5 inches and can be stored anywhere</li>  <li>Comes with a great storage bag!</li>  <li>Many growers are reporting great results by running their drying racks horizontally, making it easier to dry slowly and evenly, minimizing damage to product by simply spinning the rack</li>  <li>White in color</li>  </ul>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/drying-rack-4-tier/
14971,"Drying Rack - 4 Tier",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/drying-rack-4-tier-2/
14973,"Excellofizz Co2 Puck","<p>Co2 pucks are designed for those of us that have a small grow area and don't want the hassle of purchasing a tank and regulator for Co2 enrichment. These pucks will emit Co2 lasting for 1 day each and are required to be added every day from weeks 2-5 of the blooming cycle. The benefits of co2 are not obtained unless there is a rise in Co2 to 1100-1400ppm range and it must be done everyday for the main part of the bloom cycle. Otherwise you won't get the results you are looking for with Co2 enrichment, which in most cases is 40-60% increase in harvest</p>  <ul>  <li> Each puck will supply Co2 to 440 square foot area for up to 18 hours, emitting approx 1600ppm of Co2 into your grow space</li>  <li>Place in a container (bucket or plastic milk jug with top cut off). Add 100ml of water to start the reaction & place container 3 ft from plants,up near the canopy. Remember Co2 is heavier than air and will sink</li>  <li>Start the puck 1 hour after the lights come on to ensure proper opening of the plant stomata</li>  <li>Use 1 puck per day from week 2 thru week 5 of bloom/flowering cycle</li></ul>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/excellofizz-co2-puck/
14974,"Excellofizz Co2 Puck",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/excellofizz-co2-puck-2/
14976,"Ona Pro Gel Pail (1 Gal)",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ona-pro-gel-pail-1-gal/
14977,"ONA Gel Fresh Linen Pail (1Gal)",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/ona-gel-fresh-linen-pail-1gal/
14978,"LED Blackstar 135 W","<p>The first UFO with 3W chips is still the the best in the industry. One of the longest made, most reliable LED UFOs in history has been redesigned and revamped for 2013.   <li>The Blackstar 135W UV unit is ideal for high intensity small grows. Perfect for a 4 square foot area (2'x2')  <li> these units can be easily ganged up to cover a larger area. Featuring dual modular power supplies and aluminum heatsinks the new Blackstar 135 UV runs cooler than ever.   <li>Lighthouse Hydro has formulated their lights to maximize the color spectrum needed for vegetative or flowering growth.  <li> This unit has 6 Bands (6 unique color wavelengths), and uses 3W LED diodes for the best possible light penetration.     <p>Specifications:<p>   <li> Size: 10.75"" Diameter   <li> Coverage Area: 2' x 2' (4 Square Feet)   <li> LED Chipset: 3W   <li> Number of LED's: 45   <li> Rated Hours: 50,000   <li> Bands: 6 Band   <li> Red: 630, 660nm   <li> Blue: 425nm   <li> Infrared: 730nm    <li> Ultraviolet: 380nm   <li> White: 12000k   <li> Worldwide Voltage: 90v-240v   <li> Modular Power Cord (Available in US, UK, EU, AU)   <li> Warranty: 1 Year All Inclusive",,"September 3, 2019",product,http://hmoonhydroponics.com/product/led-blackstar-135-w/
14979,"LED Blackstar 135 W",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/led-blackstar-135-w-2/
14981,"LED Blackstar 240 W UV","<p>The bestselling LED on the planet just got better.<p> <li>Redesigned for 2013  <li> the BlackStar 240W UV is perfect for any size grow. Each unit covers 6 square feet (3'x2').   <li>Use them in bulk for nice even coverage over larger areas.  <li> The BlackStar line has the best selling LED Grow Lights in the world for a reason   <p>- YOU CAN'T BEAT this combination of power and price!<p>  <li> For this price you can gang them up and have a wonderful uniform grow and still get the peak PAR penetration that the 3 Watts chips deliver.  <li> This unit has 6 Bands (6 unique color wavelengths), and uses 3W LED diodes for the best possible light penetration.     <p>Specifications<p>  <li> Size: 15.75"" x 8.375""   <li> Coverage Area: 3' x 2' (6 Square Feet)   <li> LED Chipset: 3W   <li> Number of LED's: 80   <li> Rated Hours: 50,000   <li> Bands: 6 Band   <li> Red: 630, 660nm   <li> Blue: 425nm   <li> Infrared: 730nm    <li> Ultraviolet: 380nm   <li> White: 12000k",,"September 3, 2019",product,http://hmoonhydroponics.com/product/led-blackstar-240-w-uv/
14982,"LED Blackstar 240 W UV",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/led-blackstar-240-w-uv-2/
14984,"LED180 WSF","<p>The bestselling LED on the planet just got better. Redesigned for 2013, the BlackStar 240W UV is perfect for any size grow. Each unit covers 6 square feet (3'x2').<p>  <li> Use them in bulk for nice even coverage over larger areas.<li>   <li>The BlackStar line has the best selling LED Grow Lights in the world for a reason -<li>   <li>YOU CAN'T BEAT this combination of power and price! For this price you can gang them up and have a wonderful uniform grow and still get the peak PAR penetration that the 3 Watts chips deliver.<li>  <li> This unit has 6 Bands (6 unique color wavelengths), and uses 3W LED diodes for the best possible light penetration.<li>     <p>Specifications<p>   <li> Size: 15.75"" x 8.375""  <li> Coverage Area: 3' x 2' (6 Square Feet)<li>  <li> LED Chipset: 3W<li>  <li> Number of LED's: 80<li>  <li> Rated Hours: 50,000<li>  <li> Bands: 6 Band<li>  <li> Red: 630, 660nm  <li> Blue: 425nm<li>  <li> Infrared: 730nm <li>  <li> Ultraviolet: 380nm<li>  <li> White: 12000k<li>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/led180-wsf/
14985,"LED180 WSF",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/led180-wsf-2/
14987,"Black Star 10N8 425 FSF w/ UVB-16 spot",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/black-star-10n8-425-fsf-w-uvb-16-spot/
14989,"LED Black Starr 10N8 FSF w/UVB 4 Spot","<p>Specifications    <li>10N8 425 FSF w/ UVB-4 spot<li>    <li>Size: 25.5"" x 25.5"" x 2.75""<li>    <li>Coverage Area: 4' x 4' (16 Square Feet) to 6' x 6' (36 Square Feet)<li>    <li>LED Chipset: 240 6W Chips, 8 10W Chips<li>    <li>Number of LED's: 248<li>    <li>Rated Hours: 40,000<li>    <li>Bands: 6 Band<li>    <li>Red: 630, 660nm<li>    <li>Infrared: 730nm<li>     <li>Ultraviolet: 380nm<li>    <li>White: 12000k<li>    <li>Worldwide Voltage: 90v-240v<li>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/led-black-starr-10n8-fsf-w-uvb-4-spot/
14990,"LED Black Starr 10N8 FSF w/UVB",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/led-black-starr-10n8-fsf-w-uvb/
14991,"LED Black Starr chrome FSF(9-spot 400Watt)","<p>BlackStar Chrome 400w LED Grow Light FSF<p>  <p.Specifications:<p>   <li> Size: 16"" L x 16"" W x 3""H<li>   <li> Coverage Area: 3' x 3' (@ 18”), 3.75' x 3.75' (@24”), 4.5' x 4.5' (@ 36”)<li>   <li> LED Chipset: 3w High Output – 60mil<li>   <li> Number of LED's: 135<li>   <li> Red/IR: 680nm, 660nm, 630nm<li>   <li>White: 12000k<li>   <li>Blue/UV: 425nm, 460nm<li>   <li> Worldwide Voltage: 100v-240v<li>   <li> Modular Power Supply (Available in US, UK, EU, AU) <li>   <li> Daisy Chain Ready (Link up to 3 Chrome 405's using 1 power cord)<li>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/led-black-starr-chrome-fsf9-spot-400watt/
14992,"LED Black Starr chrome FSF(9-spot 400Watt)",,,"September 3, 2019",product,http://hmoonhydroponics.com/product/led-black-starr-chrome-fsf9-spot-400watt-2/
