Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Cost per item,Status
super-lemon-haze-x-pink-candy-super-lemon-haze-x-pink-candy-5-seed,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/8667319c__lemon-haze-pink-candy-153x200_jpg.webp?v=1766353452,2,Super Lemon Haze x Pink Candy Super Lemon Haze x Pink Candy- 5 Seed,,,,,,
super-lemon-haze-x-pink-candy-super-lemon-haze-x-pink-candy-5-seed,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/2016e106__lemon-haze-pink-candy-200x262_jpg.webp?v=1766353454,3,Super Lemon Haze x Pink Candy Super Lemon Haze x Pink Candy- 5 Seed,,,,,,
super-lemon-haze-x-pink-candy-super-lemon-haze-x-pink-candy-5-seed,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/52db9364__lemon-haze-pink-candy.jpg?v=1766353456,4,Super Lemon Haze x Pink Candy Super Lemon Haze x Pink Candy- 5 Seed,,,,,,
super-lemon-haze-x-rs11-feminised-5-seed,Super Lemon Haze x RS11 (Feminised) -5 Seed,"<p class=""product-desc-custom"">35% <span class=""product-title-hybrid""> SATIVA </span> - 65% <span class=""product-title-hybrid""> INDICA </span> <span class=""product-title-hybrid"">Genetics</span> Super Lemon Haze x RS11 <a class=""product-title-COA"" href=""https://shop.greenhouseseeds.us/images/coa/GHS%20-%20Super%20Lemon%20Haze%20x%20RS11%20COA.pdf"" target=""_blank"" rel=""noopener""> Hemp Seed Certificate Of Analysis </a> <span class=""product-title-hybrid"">Indoor</span> <b>Flowering Cycle</b>: 8 to 9 weeks <b>Yield</b>: High <span class=""product-title-hybrid"">Outdoor</span> <b>Harvest</b>: Beginning October <b>Average Height</b>: 150 - 220 cm <b>Yield</b>: 1700g/plant</p> <span class=""product-title-hybrid"">Description</span> The Super Lemon Haze x RS11 is a cross of our all-time winning strain, the Super Lemon Haze with the very popular strain RS11 (Rainbow Sherbert), bred by DeoFarm and selected by Doja and Wizard Trees, a very exclusive USA cut that has won a lot of fame for its very fruity taste. The mix of both strains is a plant that will grow in a beautiful Christmas tree shape with medium internoedal growth and stems that could need some support by the end of flowering, depending on how tall you grow the plant. The flowers will have a beautiful roundish shape with slightly pointy tops, and a strong fruity and sour aroma coming out of the plant every time you touch it, and a very compact flower with thin calyxes and pistils. A very esthetic flower with great bag appeal and very easy to trim. The plant will tend to get some red and blue tones by the end of flowering, which makes it even more beautiful. <span class=""product-title-hybrid"">Awards</span> Not yet introduced.",Super Lemon,,seeds,"catalog_index; seeds, brand:H Moon Hydro",TRUE,,,,,,,,113,shopify,0,continue,manual,70.00,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2025/07/SLH-x-RS11_-1.jpg||https://hmoonhydro.com/wp-content/uploads/2025/07/SLH-x-RS11_.jpg||https://hmoonhydro.com/wp-content/uploads/2025/07/OIP.webp,1,Super Lemon Haze x RS11 (Feminised) -5 Seed,FALSE,Super Lemon Haze x RS11 (Feminised) -5 Seed,35% SATIVA - 65% INDICA Genetics Super Lemon Haze x RS11 Hemp Seed Certificate Of Analysis Indoor Flowering Cycle : 8 to 9 weeks Yield : High Outdoor Harvest :,lb,,active
super-phos-rock-0-9-0-3,Super PHOS Rock 0-9-0/3,"Super PHOS Rock 0-9-0/3 by BFG is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",BFG,,nutrients,"nutrients, nutrients, brand:BFG",TRUE,Size,1 lb,,,,,1676,0,shopify,1,deny,manual,14.98,,TRUE,TRUE,0799493711479,https://hmoonhydro.com/wp-content/uploads/2025/07/SUPER_LEMON_HAZE_skunk-768x1006.jpg.webp,,Super PHOS Rock 0-9-0/3,FALSE,Super PHOS Rock 0-9-0/3,,lb,8.50,active
super-spreader-large,Super Spreader Large,"Super Spreader Large by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",NGW,,Lighting Equipment,lighting equipment,TRUE,Size,Box,,,,,362,0,shopify,3,deny,manual,34.16,,TRUE,TRUE,0870883002077,https://hmoonhydro.com/wp-content/uploads/2025/07/SUPER_LEMON_HAZE_skunk-768x1006.jpg.webp,,Super Spreader Large,FALSE,Super Spreader Large,,lb,21.33,active
super-sprout-neop-insert-blue,Super Sprout Neop Insert blue,"Super Sprout Neop Insert blue by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Sunlight Supply inc.,,Hydroponics Components,hydroponics components,TRUE,Size,2 inch,,,,,3023,0,shopify,89,deny,manual,0.35,,TRUE,TRUE,0847127006382,https://hmoonhydro.com/wp-content/uploads/2025/07/SUPER_LEMON_HAZE_skunk-768x1006.jpg.webp,,Super Sprout Neop Insert blue,FALSE,Super Sprout Neop Insert blue,,lb,0.23,active
super-sprouter-heat-mat,Super Sprouter Heat Mat,<li>Warms root area approximately 10° - 20° F over ambient temperature to improve germination process. <li>Helps gardeners have better success rates with seedlings and cuttings. <li>Heavy-duty construction makes this mat very durable. <li>More than 20% larger than competitive mats. This allows even warming of your entire tray. <li>More consistent heating with fewer hot spots than other seedling heat mats. <p>Single Tray Dimensions: 10” x 21” and it is 20 watts <p>Dual Tray Dimensions: 12” x 48” and it is 60 watts,NGW,,propagation,"environment control, propagation, brand:NGW",TRUE,Size,12x48,,,,,437,411408,shopify,13,deny,manual,74.95,,TRUE,TRUE,0870883002886,https://hmoonhydro.com/wp-content/uploads/2019/08/12153.png,1,Super Sprouter Heat Mat,FALSE,Super Sprouter Heat Mat,Warms root area approximately 10° - 20° F over ambient temperature to improve germination process. Helps gardeners have better success rates with seedlings and,lb,28.25,active
super-sprouter-heat-mat,,,,,,,TRUE,Size,Box,,,,,438,411408,shopify,17,deny,manual,24.39,,TRUE,TRUE,0870883008444,https://hmoonhydro.com/wp-content/uploads/2019/08/12153.png,,,FALSE,,,lb,14.95,active
superspore-mushroom-grain-bag-4,SuperSpore Mushroom Grain Bag 4,"SuperSpore Mushroom Grain Bag 4 by D.L. Wholesale is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",D.L. Wholesale,,grow_media,"growing medium, grow_media, brand:D.L. Wholesale",TRUE,Size,4 pound,,,,,3377,0,shopify,0,continue,manual,34.95,,TRUE,TRUE,,,,SuperSpore Mushroom Grain Bag 4,FALSE,SuperSpore Mushroom Grain Bag 4,,lb,21.00,active
supersprout-neo-insert2-orange,"SuperSprout Neo Insert2""orange","SuperSprout Neo Insert2""orange by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Sunlight Supply inc.,,Hydroponics Components,hydroponics components,TRUE,Size,"2""",,,,,3024,0,shopify,148,deny,manual,0.70,,TRUE,TRUE,0847127006399,https://hmoonhydro.com/wp-content/uploads/2025/07/LEMON_ORANGE_tvae-vl.jpg-153x200.jpg.webp,,"SuperSprout Neo Insert2""orange",FALSE,"SuperSprout Neo Insert2""orange",,lb,0.23,active
superthrive,Superthrive,"Superthrive by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",NGW,,nutrients,"nutrients, nutrients, brand:NGW",TRUE,Size,4 oz,,,,,1395,0,shopify,0,deny,manual,14.95,,TRUE,TRUE,0725320001482,https://hmoonhydro.com/wp-content/uploads/2019/08/biothrive.jpg,1,Superthrive,FALSE,Superthrive,,lb,6.80,active
superthrive,,,,,,,TRUE,Size,Pint,,,,,1396,0,shopify,0,deny,manual,39.95,,TRUE,TRUE,0072532000155,,,,FALSE,,,lb,22.25,active
superthrive,,,,,,,TRUE,Size,Quart,,,,,1397,0,shopify,2,deny,manual,83.95,,TRUE,TRUE,0072532000162,,,,FALSE,,,lb,42.67,active
support-stakes-4,"Support Stakes 4""","Support Stakes 4"" by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",NGW,,Components,components,TRUE,Size,1 Pc,,,,,1552,0,shopify,24,deny,manual,0.24,,TRUE,TRUE,0018171003805,https://hmoonhydro.com/wp-content/uploads/2019/08/retractable_supports.jpg,1,"Support Stakes 4""",FALSE,"Support Stakes 4""",,lb,0.10,active
supreme-air-pump-1-outlet-29-gp,Supreme Air Pump 1 Outlet 29 GP,"Supreme Air Pump 1 Outlet 29 GP by Hawthorne Hydoponics LLC is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Hawthorne Hydoponics LLC,,irrigation,"hydroponics components, catalog_index; irrigation, brand:EcoPlus",TRUE,Size,29 gph,,,,,1463,0,shopify,0,continue,manual,14.95,,TRUE,TRUE,10847127007300,https://hmoonhydro.com/wp-content/uploads/2019/09/EcoPlus-230-High-Volume-Pump-1200x1200.jpg,,Supreme Air Pump 1 Outlet 29 GP,FALSE,Supreme Air Pump 1 Outlet 29 GP,,lb,7.15,active
supreme-air-pump-3-1030-gph,Supreme Air pump-3 1030 GPH,"Supreme Air pump-3 1030 GPH by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Sunlight Supply inc.,,irrigation,"accessories, catalog_index; irrigation, brand:Unknown",TRUE,Size,35 watt,,,,,1362,0,shopify,1,deny,manual,16.99,,TRUE,TRUE,0847127007303,https://hmoonhydro.com/wp-content/uploads/2019/09/EcoPlus-230-High-Volume-Pump-1200x1200.jpg,,Supreme Air pump-3 1030 GPH,FALSE,Supreme Air pump-3 1030 GPH,,lb,8.99,active
sure-shot-measurer,Sure Shot Measurer,"Sure Shot Measurer by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",NGW,,Accessories,accessories,TRUE,Size,Shot Glass,,,,,207,0,shopify,52,deny,manual,3.51,,TRUE,TRUE,0870883008352,https://hmoonhydro.com/wp-content/uploads/2025/07/EP_lab_shot_3000_x_2000_480x480-1-200x133.webp,,Sure Shot Measurer,FALSE,Sure Shot Measurer,,lb,1.75,active
surge-plus-350-gm,SURGE PLUS 350 Gm,"SURGE PLUS 350 Gm by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,nutrients,"nutrients, nutrients, brand:Nickel City Wholesale Garden Supply",TRUE,Size,350 gm,,,,,1799,0,shopify,4,deny,manual,96.85,,TRUE,TRUE,0692236036016,,,SURGE PLUS 350 Gm,FALSE,SURGE PLUS 350 Gm,,lb,49.95,active
sylvania-750w-hps,Sylvania 750w HPS,"Sylvania 750w HPS by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",NGW,,grow_lights,"bulbs, grow_lights, brand:Plantmax",TRUE,Size,1 Pc,,,,,1724,0,shopify,2,deny,manual,87.93,,TRUE,TRUE,6911111166885,,,Sylvania 750w HPS,FALSE,Sylvania 750w HPS,,lb,21.00,active
syngerite-bonzi-groth-hormone-q,Syngerite Bonzi Groth Hormone q,"Syngerite Bonzi Groth Hormone q by BFG is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",BFG,,nutrients,"nutrients, nutrients, brand:BFG",TRUE,Size,Quart,,,,,3406,0,shopify,1,deny,manual,239.00,,TRUE,TRUE,,,,Syngerite Bonzi Groth Hormone q,FALSE,Syngerite Bonzi Groth Hormone q,,lb,168.00,active
syringe-100cc,Syringe 100cc,"Syringe 100cc by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",NGW,,irrigation,"accessories, catalog_index; irrigation, brand:EcoPlus",TRUE,Size,1 Pc,,,,,349,0,shopify,3,deny,manual,5.37,,TRUE,TRUE,0870883009373,,,Syringe 100cc,FALSE,Syringe 100cc,,lb,2.75,active
t-o-plastics-press-fill-carry,T.O. Plastics Press Fill Carry,"T.O. Plastics Press Fill Carry by BFG is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",BFG,,Accessories,accessories,TRUE,Size,50/cs,,,,,3309,0,shopify,0,continue,manual,4.30,,TRUE,TRUE,,,,T.O. Plastics Press Fill Carry,FALSE,T.O. Plastics Press Fill Carry,,lb,,active
t12vdc-12v-dc-transformer,T12VDC 12v DC Transformer,"T12VDC 12v DC Transformer by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,Environment Control,environment control,TRUE,Size,1 Box,,,,,1264,0,shopify,0,continue,manual,15.64,,TRUE,TRUE,0741559180224,,,T12VDC 12v DC Transformer,FALSE,T12VDC 12v DC Transformer,,lb,,active
t5-2-phillips-star-coat-64k,T5 2` Phillips Star Coat 64K,"T5 2` Phillips Star Coat 64K by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,grow_lights,"bulbs, grow_lights, brand:Nickel City Wholesale Garden Supply",TRUE,Size,2`,,,,,2649,1814,shopify,46,deny,manual,10.95,,TRUE,TRUE,0927992183022,,,T5 2` Phillips Star Coat 64K,FALSE,T5 2` Phillips Star Coat 64K,,lb,3.00,active
t5-3-replacement-bulb-29k,T5 3' Replacement Bulb 29K,"T5 3' Replacement Bulb 29K by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,grow_lights,"bulbs, grow_lights, brand:Nickel City Wholesale Garden Supply",TRUE,Size,3 ft.,,,,,2919,0,shopify,14,deny,manual,9.00,,TRUE,TRUE,1010010011010011,https://hmoonhydro.com/wp-content/uploads/2019/09/Small-5-Gallon-Replacement-Bag-2-139x200.jpg.webp,,T5 3' Replacement Bulb 29K,FALSE,T5 3' Replacement Bulb 29K,,lb,5.00,active
t5-3-replacement-bulb-65k,T5 3' Replacement Bulb 65K,"T5 3' Replacement Bulb 65K by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,grow_lights,"bulbs, grow_lights, brand:Nickel City Wholesale Garden Supply",TRUE,Size,1 Pc,,,,,2006,0,shopify,18,deny,manual,10.95,,TRUE,TRUE,0694416533773,https://hmoonhydro.com/wp-content/uploads/2019/09/Small-5-Gallon-Replacement-Bag-2-139x200.jpg.webp,,T5 3' Replacement Bulb 65K,FALSE,T5 3' Replacement Bulb 65K,,lb,5.00,active
t5-cfl-plantmax-day-24w-6500k-tube-2520-lumens,T5 CFL Plantmax Day 24W. 6500K tube 2520 lumens,"T5 CFL Plantmax Day 24W. 6500K tube 2520 lumens by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,hid_bulbs,"catalog_index; hid_bulbs, brand:Plantmax",TRUE,Size,2 inch,,,,,hmh00881,454,shopify,0,continue,manual,8.95,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/09/Plantmax-High-Pressure-Sodium-e1576439331190-200x200.jpg.webp,,T5 CFL Plantmax Day 24W. 6500K tube 2520 lumens,FALSE,T5 CFL Plantmax Day 24W. 6500K tube 2520 lumens,,lb,,active
t5-cfl-plantmax-warm-24w-3000k-tube-2-280-lumens,"T5 CFL Plantmax Warm 24W 3000K tube 2,280 lumens","T5 CFL Plantmax Warm 24W 3000K tube 2,280 lumens by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,hid_bulbs,"catalog_index; hid_bulbs, brand:Plantmax",TRUE,Size,2 inch,,,,,hmh00880,454,shopify,0,continue,manual,8.95,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/09/Plantmax-High-Pressure-Sodium-e1576439331190-200x200.jpg.webp,,"T5 CFL Plantmax Warm 24W 3000K tube 2,280 lumens",FALSE,"T5 CFL Plantmax Warm 24W 3000K tube 2,280 lumens",,lb,,active
t5-cfl-plantmax-warm-54w-3000k-tube-4800-lumens,T5 CFL Plantmax Warm 54W. 3000K tube 4800 lumens,"T5 CFL Plantmax Warm 54W. 3000K tube 4800 lumens by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,hid_bulbs,"catalog_index; hid_bulbs, brand:Plantmax",TRUE,Size,4 inch,,,,,hmh00882,454,shopify,0,continue,manual,10.95,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/09/Plantmax-High-Pressure-Sodium-e1576439331190-200x200.jpg.webp,,T5 CFL Plantmax Warm 54W. 3000K tube 4800 lumens,FALSE,T5 CFL Plantmax Warm 54W. 3000K tube 4800 lumens,,lb,,active
t5-fixture-54w-5022-lumens,T5 Fixture 54W (5022 Lumens),"T5 Fixture 54W (5022 Lumens) by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,grow_lights,"grow_lights, brand:Unknown",TRUE,Size,4 inch,,,,,hmh00529,907,shopify,0,continue,manual,35.95,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/09/Sun-System-LEC-315-240v-Light-Emitting-Ceramic-Metal-Halide-Fixture-w-Free-Ratchet-Light-Hangers-200x114.jpg.webp,,T5 Fixture 54W (5022 Lumens),FALSE,T5 Fixture 54W (5022 Lumens),,lb,,active
t5-high-output-fluorescent-lamps,T5 High Output Fluorescent Lamps,"<p>T5 High Output Fluorescent Lamps is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",GH,,hid_bulbs,"catalog_index; hid_bulbs, brand:Unknown",TRUE,,,,,,,hmh00604,113,shopify,0,continue,manual,14.95,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/09/badboy_bulbs.jpg,1,T5 High Output Fluorescent Lamps,FALSE,T5 High Output Fluorescent Lamps,,lb,,active
t5-sunblaster-3-ft-65-k-lamp,T5 Sunblaster 3 ft. 65 K lamp,"T5 Sunblaster 3 ft. 65 K lamp by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,grow_lights,grow_lights,TRUE,Size,3ft.,,,,,3597,0,shopify,0,continue,manual,8.95,,TRUE,TRUE,0692236000567,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/d54ec47f__dual-lamp-fixture.jpg?v=1766351603,1,T5 Sunblaster 3 ft. 65 K lamp,FALSE,T5 Sunblaster 3 ft. 65 K lamp,,lb,,active
t5-sunblaster-3-ft-65-k-lamp,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/8e0d64a5__lamp-cord-black.psd-10-ft-power-exteded.jpg?v=1766351964,2,T5 Sunblaster 3 ft. 65 K lamp,,,,,,
t5-sunblaster-3-ft-65-k-lamp,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/45578d69__New-SunBlaster-CFL-55125200-watt-web.jpg?v=1766352109,3,T5 Sunblaster 3 ft. 65 K lamp,,,,,,
t5-sunblaster-3-ft-65-k-lamp,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/25fd5afc__DLI-CRI-Series-630W-CMH-lamp-view.webp?v=1766351766,4,T5 Sunblaster 3 ft. 65 K lamp,,,,,,
t5-sunblaster-3-ft-65-k-lamp,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/8e433566__DLI-UV-150_lamp-view-100x100_png.webp?v=1766351786,5,T5 Sunblaster 3 ft. 65 K lamp,,,,,,
t5-tripho-bulbs-8pk-red,T5 Tripho Bulbs 8pk(Red),"T5 Tripho Bulbs 8pk(Red) by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,grow_lights,"bulbs, grow_lights, brand:Nickel City Wholesale Garden Supply",TRUE,Size,1,,,,,1826,0,shopify,68,deny,manual,12.95,,TRUE,TRUE,0691111094652,https://hmoonhydro.com/wp-content/uploads/2019/09/badboy_bulbs-324x213.jpg.webp,,T5 Tripho Bulbs 8pk(Red),FALSE,T5 Tripho Bulbs 8pk(Red),,lb,4.53,active
t5-24-sunlite-865-k-lamp-ho,"T5/24"" Sunlite 865 K lamp HO","T5/24"" Sunlite 865 K lamp HO by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,grow_lights,"bulbs, grow_lights, brand:Nickel City Wholesale Garden Supply",TRUE,Size,2 ft.,,,,,2252,0,shopify,12,deny,manual,9.25,,TRUE,TRUE,0653703304144,https://hmoonhydro.com/wp-content/uploads/2019/08/lamp-cord-black.psd-10-ft-power-exteded-1200x1108.jpg,,"T5/24"" Sunlite 865 K lamp HO",FALSE,"T5/24"" Sunlite 865 K lamp HO",,lb,5.00,active
tall-boy-blue-carbon-replacement-filter,TALL BOY BLUE CARBON REPLACEMENT FILTER,"<p>TALL BOY BLUE CARBON REPLACEMENT FILTER is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",Nickel City Wholesale Garden Supply,,water_filtration,"catalog_index; water_filtration, brand:Hydro-Logic",TRUE,,,,,,,hmh00953,454,shopify,0,continue,manual,31.00,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/tall-boy-1200x2217.jpg,,TALL BOY BLUE CARBON REPLACEMENT FILTER,FALSE,TALL BOY BLUE CARBON REPLACEMENT FILTER,,lb,9.00,active
tall-boy-blue-sediment-replacement,TALL BOY BLUE SEDIMENT REPLACEMENT,"<p>TALL BOY BLUE SEDIMENT REPLACEMENT is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",Nickel City Wholesale Garden Supply,,water_filtration,"catalog_index; water_filtration, brand:Hydro-Logic",TRUE,,,,,,,hmh00952,454,shopify,0,continue,manual,14.00,,TRUE,TRUE,0812111010171,https://hmoonhydro.com/wp-content/uploads/2019/08/tall-boy-1200x2217.jpg,,TALL BOY BLUE SEDIMENT REPLACEMENT,FALSE,TALL BOY BLUE SEDIMENT REPLACEMENT,,lb,2.88,active
tall-boy-de-chlor-sediment,Tall Boy De-Chlor & Sediment,"Tall Boy De-Chlor & Sediment by NGW is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",NGW,,odor_control,"accessories, catalog_index; odor_control, brand:Hydro-Logic",TRUE,Size,1 Box,,,,,298,0,shopify,0,continue,manual,179.81,,TRUE,TRUE,0812111010010,https://hmoonhydro.com/wp-content/uploads/2019/08/tall-boy-1200x2217.jpg,,Tall Boy De-Chlor & Sediment,FALSE,Tall Boy De-Chlor & Sediment,,lb,110.00,active
tall-boy-de-chlorinator-sediment-filter,Tall Boy De-Chlorinator & Sediment Filter,"This filter removes up to 99% of chlorine and 90% of sediment, rust, silt, etc. @ 2 GPM. Easily produces 120 gallons per hour of clear water filtered down to 5 microns. It has a filter capacity of 7,500 gallons. Includes: <ul> <li>2-Stage 20 in. Filter Unit</li> <li>Wall Mountable Metal Bracket</li> <li>Female Garden Hose Connector</li> <li>Brass Male Garden Hose Connector</li> <li>4 ft. Feed Line</li> <li>4 ft. Outlet Line</li> <li>Filter Wrench</li> <li>Instructions</li> </ul>",Nickel City Wholesale Garden Supply,,water_filtration,"catalog_index; water_filtration, brand:Hydro-Logic",TRUE,,,,,,,hmh00580,9072,shopify,0,continue,manual,115.00,183.95,TRUE,TRUE,0812111010171,https://hmoonhydro.com/wp-content/uploads/2019/08/tall-boy.jpg,1,Tall Boy De-Chlorinator & Sediment Filter,FALSE,Tall Boy De-Chlorinator & Sediment Filter,"This filter removes up to 99% of chlorine and 90% of sediment, rust, silt, etc. @ 2 GPM. Easily produces 120 gallons per hour of clear water filtered down to 5",lb,2.88,active
tall-boy-kdf85-carbon-filter,Tall Boy KDF85 Carbon Filter,"Tall Boy KDF85 Carbon Filter by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,water_filtration,"accessories, catalog_index; water_filtration, brand:Hydro-Logic",TRUE,Size,1 Pc,,,,,1006,205931,shopify,3,deny,manual,67.94,,TRUE,TRUE,0812111010461,https://hmoonhydro.com/wp-content/uploads/2019/08/tall-boy-1200x2217.jpg,,Tall Boy KDF85 Carbon Filter,FALSE,Tall Boy KDF85 Carbon Filter,,lb,30.00,active
tall-boy-kdf85-carbon-filter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/1978ea3f__FlowerBomb_Kush_u-768x1006_jpg.webp?v=1766351723,4,Tall Boy KDF85 Carbon Filter,,,,,,
tall-boy-kdf85-carbon-filter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/78ae72bd__GHSC_BLACK-TOFFE-auto_-768x1006_jpg.webp?v=1766351985,5,Tall Boy KDF85 Carbon Filter,,,,,,
tall-boy-upgraded-w-kdf85,Tall Boy Upgraded w/ KDF85,"Tall Boy Upgraded w/ KDF85 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,odor_control,"environment control, catalog_index; odor_control, brand:Hydro-Logic",TRUE,Size,1 Box,,,,,1439,0,shopify,2,deny,manual,216.96,,TRUE,TRUE,0812111011321,https://hmoonhydro.com/wp-content/uploads/2019/08/tall-boy-1200x2217.jpg,,Tall Boy Upgraded w/ KDF85,FALSE,Tall Boy Upgraded w/ KDF85,,lb,137.00,active
tall-boy-with-kdf85-catalytic,Tall Boy™ with KDF85 Catalytic,"Tall Boy™ with KDF85 Catalytic by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,odor_control,"environment control, catalog_index; odor_control, brand:Hydro-Logic",TRUE,,,,,,,1669,0,shopify,0,continue,manual,239.95,,TRUE,TRUE,0812111010003,https://hmoonhydro.com/wp-content/uploads/2019/08/tall-boy-1200x2217.jpg,,Tall Boy™ with KDF85 Catalytic,FALSE,Tall Boy™ with KDF85 Catalytic,,lb,149.95,active
