Variant SKU,Handle,Title,Variant Price,Variant Inventory Qty,Top Candidate Item Number,Top Candidate Item Name,Top Candidate Score,Top Candidate Qty Total,Top Candidate Regular Price,POS Item Number,POS Item Name,POS Size,POS Qty Total,POS Regular Price,POS On Order Qty,POS Vendor,Match Score,Confidence,Review Notes,Alt1 Item Number,Alt1 Item Name,Alt1 Score,Alt2 Item Number,Alt2 Item Name,Alt2 Score,Review Status,Status Reason,Score Delta vs Alt
,mother-earth-terracraft-potting-soil,Mother Earth® Terracraft™ Potting Soil,28.99,0.0,1446.0,M.E.Terracraft Potting Soil 2cf,0.754,44.0,25.99,1446,M.E.Terracraft Potting Soil 2cf,2 cubic,44.0,25.99,0,Hawthorne Hydoponics LLC,0.754,needs-review,Verify vs alt 1557 (score 0.654),1557,Mother Earth Grow Lt,0.654,2624.0,Mother Earth® Coco 1.8 cu.Ft.,0.585,ready-strong-gap,Match score exceeds alt by 0.100,0.09999999999999998
hmh01045,nirvana-1-gal,Nirvana (1 gal),80.0,0.0,3138.0,Athena Grow A 4-0-1 Gal.,1.097,4.0,45.0,3138,Athena Grow A 4-0-1 Gal.,gallon,4.0,45.0,0,Athena,1.097,needs-review,Needs review: close alt 3139 (Δ=0.000),3139,Athena Grow B 1-3-5 Gal.,1.097,3631.0,Athena Grow A 1-3-5 /5 Gal.,1.096,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.4375 <= alt 0.4375; fuzzy ratio: best 0.3826086956521739 >= alt 0.3826086956521739; Score delta 0.000,0.0
hmh01493,ona-pro-gel-pail-1-gal,Ona Pro Gel Pail (1 Gal),39.95,0.0,2164.0,Ona Pro Gel Gal,1.442,-4.0,39.05,2164,Ona Pro Gel Gal,1 Gal,-4.0,39.05,0,NGW,1.442,needs-review,Needs review: close alt 1909 (Δ=0.002),1909,ONA Pro Gel Pail Gal,1.44,1862.0,Ona Fresh Linen Gel Pail,1.203,manual-alt-stronger,token overlap: alt 5.0 > best 4; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.0225 <= alt 0.0225; fuzzy ratio: best 0.6050420168067226 >= alt 0.5645161290322581,0.0020000000000000018
hmh01047,overdrive-1-gal,Overdrive (1 gal),118.54,0.0,3138.0,Athena Grow A 4-0-1 Gal.,1.081,4.0,45.0,3138,Athena Grow A 4-0-1 Gal.,gallon,4.0,45.0,0,Athena,1.081,needs-review,Needs review: close alt 3139 (Δ=0.000),3139,Athena Grow B 1-3-5 Gal.,1.081,3631.0,Athena Grow A 1-3-5 /5 Gal.,1.08,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.6204 <= alt 0.6204; fuzzy ratio: best 0.3529411764705882 >= alt 0.3529411764705882; Score delta 0.000,0.0
hmh00974,ph-200-waterproof-ph-meter-2,PH-200: Waterproof pH Meter,99.0,0.0,3594.0,Ph Up 2.5 Gallon,0.703,1.0,145.0,1046,HM pH-200 Meter,1 Box,5.0,69.0,0,Nickel City Wholesale Garden Supply,0.679,needs-review,auto-resolved: alt text similarity,1046,HM pH-200 Meter,0.679,2073.0,HM pH-200 Probe Replacement,0.601,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.3030 <= alt 0.3030; fuzzy ratio: best 0.4094488188976378 >= alt 0.4094488188976378; Score delta 0.000,0.0
hmh01213,ph-perfect-sensi-bloom-part-a-1-gal,pH Perfect Sensi Bloom part A (1 gal),40.56,0.0,2168.0,Sensi Bloom B Lt (pHP),1.188,-3.0,18.66,2168,Sensi Bloom B Lt (pHP),1 Lt,-3.0,18.66,0,Advanced Nutrients,1.188,needs-review,Needs review: close alt 2167 (Δ=0.027),2167,Sensi Bloom A Lt (pHP),1.161,2169.0,Sensi Grow A/ liter,1.124,ready-alt-validated,token overlap: best 5 >= alt 5.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.5399 <= alt 0.5399; fuzzy ratio: best 0.4606060606060606 >= alt 0.4121212121212121; Score delta 0.027,0.026999999999999913
hmh00976,ph-probe-electrode-3-lead-wire,pH probe electrode 3' lead wire,65.95,0.0,1950.0,pH-3 Replacement Probe,0.821,6.0,34.16,195,pH-3 Replacement Probe,1 Pc,6.0,34.16,0,Nickel City Wholesale Garden Supply,0.821,needs-review,Needs review: close alt 1510 (Δ=0.026),151,Replacement Probe for pH-3,0.795,1048.0,CW-503 pH-3 Handheld Meter,0.576,manual-alt-stronger,token overlap: best 2 >= alt 2.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.4820 <= alt 0.4820; fuzzy ratio: alt 0.3850931677018633 > best 0.3660130718954248,0.025999999999999912
hmh01685,plagron-cocos-a-5-liter,Plagron Cocos A 5 liter,52.5,0.0,2208.0,Plagron Cocos A 0-4-2 /10 liter,1.553,3.0,113.2,2208,Plagron Cocos A 0-4-2 /10 liter,2.5 liter,3.0,113.2,0,Phive8,1.553,needs-review,Needs review: close alt 2207 (Δ=0.014),2207,Plagron Cocos B 0-4-2 /10 liter,1.538,3001.0,Plagron Cocos A 5L,1.444,manual-alt-stronger,token overlap: best 3 >= alt 3.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: alt 1.1524 closer than best 1.1562; fuzzy ratio: best 0.6052631578947368 >= alt 0.5789473684210527,0.014999999999999902
hmh01684,plagron-cocos-a-liter,Plagron Cocos A liter,14.0,0.0,2208.0,Plagron Cocos A 0-4-2 /10 liter,1.349,3.0,113.2,2208,Plagron Cocos A 0-4-2 /10 liter,2.5 liter,3.0,113.2,0,Phive8,1.349,needs-review,Needs review: close alt 2207 (Δ=0.015),2207,Plagron Cocos B 0-4-2 /10 liter,1.334,3001.0,Plagron Cocos A 5L,1.209,manual-alt-stronger,token overlap: best 3 >= alt 3.0; number overlap: best 0 >= alt 0.0; size overlap: best 0 >= alt 0.0; price delta: alt 7.0714 closer than best 7.0857; fuzzy ratio: best 0.6351351351351351 >= alt 0.6081081081081081,0.014999999999999902
hmh01687,plagron-cocos-b-5-liter,Plagron Cocos B  5 liter,52.5,0.0,2207.0,Plagron Cocos B 0-4-2 /10 liter,1.553,3.0,113.0,2207,Plagron Cocos B 0-4-2 /10 liter,2.5 liter,3.0,113.0,0,Phive8,1.553,needs-review,Needs review: close alt 2208 (Δ=0.014),2208,Plagron Cocos A 0-4-2 /10 liter,1.538,3002.0,Plagron Cocos B 5L,1.444,ready-alt-validated,token overlap: best 3 >= alt 3.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 1.1524 <= alt 1.1562; fuzzy ratio: best 0.6052631578947368 >= alt 0.5789473684210527; Score delta 0.015,0.014999999999999902
hmh01686,plagron-cocos-b-liter,Plagron Cocos B  liter,14.0,0.0,2207.0,Plagron Cocos B 0-4-2 /10 liter,1.349,3.0,113.0,2207,Plagron Cocos B 0-4-2 /10 liter,2.5 liter,3.0,113.0,0,Phive8,1.349,needs-review,Needs review: close alt 2208 (Δ=0.015),2208,Plagron Cocos A 0-4-2 /10 liter,1.334,3002.0,Plagron Cocos B 5L,1.209,ready-alt-validated,token overlap: best 3 >= alt 3.0; number overlap: best 0 >= alt 0.0; size overlap: best 0 >= alt 0.0; price delta: best 7.0714 <= alt 7.0857; fuzzy ratio: best 0.6351351351351351 >= alt 0.6081081081081081; Score delta 0.015,0.014999999999999902
hmh01690,plagron-hydro-a-5-liter,Plagron Hydro A  5 Liter,57.5,0.0,2208.0,Plagron Cocos A 0-4-2 /10 liter,0.995,3.0,113.2,2208,Plagron Cocos A 0-4-2 /10 liter,2.5 liter,3.0,113.2,0,Phive8,0.995,needs-review,Needs review: close alt 2207 (Δ=0.014),2207,Plagron Cocos B 0-4-2 /10 liter,0.981,3001.0,Plagron Cocos A 5L,0.917,manual-alt-stronger,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: alt 0.9652 closer than best 0.9687; fuzzy ratio: best 0.5 >= alt 0.4736842105263157,0.014000000000000012
hmh01692,plagron-hydro-b-5-liter,Plagron Hydro B  5 Liter,57.5,0.0,2207.0,Plagron Cocos B 0-4-2 /10 liter,0.995,3.0,113.0,2207,Plagron Cocos B 0-4-2 /10 liter,2.5 liter,3.0,113.0,0,Phive8,0.995,needs-review,Needs review: close alt 2208 (Δ=0.014),2208,Plagron Cocos A 0-4-2 /10 liter,0.981,3002.0,Plagron Cocos B 5L,0.917,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.9652 <= alt 0.9687; fuzzy ratio: best 0.5 >= alt 0.4736842105263157; Score delta 0.014,0.014000000000000012
hmh01691,plagron-hydro-b-liter,Plagron Hydro B Liter,14.75,0.0,1803.0,Coco B Plagron liter,0.881,12.0,20.95,1803,Coco B Plagron liter,,12.0,20.95,0,Phive8,0.881,needs-review,Needs review: close alt 3520 (Δ=0.010),352,Coco A Plagron liter,0.871,2207.0,Plagron Cocos B 0-4-2 /10 liter,0.79,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 0 >= alt 0.0; size overlap: best 0 >= alt 0.0; price delta: best 0.4203 <= alt 0.4203; fuzzy ratio: best 0.3898305084745763 >= alt 0.3709677419354839; Score delta 0.010,0.010000000000000009
hmh00865,plantmax-250w-mh-high-output-24000-lumens,"Plantmax 250W. MH High Output 24,000 lumens",29.95,0.0,1569.0,Agromax 250w MH Conversion,0.884,2.0,58.6,1569,Agromax 250w MH Conversion,1 Box,2.0,58.6,0,System,0.884,needs-review,Needs review: close alt 1498 (Δ=0.026),1498,Plantmax 1000w MH 4200k,0.858,1505.0,Plantmax 220w HPS Conversion,0.856,ready-alt-validated,token overlap: best 4 >= alt 3.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.9566 <= alt 0.9566; fuzzy ratio: best 0.4795918367346938 >= alt 0.4327485380116959; Score delta 0.026,0.026000000000000023
hmh00599,plantmax-dual-arc-tube-lamps,Plantmax Dual Arc Tube Lamps,55.0,0.0,3049.0,GREENPOWERLUMINAIRES 630 Remote,0.631,9.0,260.0,3049,GREENPOWERLUMINAIRES 630 Remote,630 CMH,9.0,260.0,0,Nickel City Wholesale Garden Supply,0.631,needs-review,Verify vs alt 3333 (score 0.564),3333,iSunlight® T5 Bloom LED Lamps,0.564,1494.0,Plantmax Dual Arc 1000w,0.474,ready-strong-gap,Match score exceeds alt by 0.067,0.06700000000000006
hmh01722,plantmax-dual-arc-tube-lamps-2,Plantmax Dual Arc Tube Lamps,159.95,0.0,2649.0,T5 2` Phillips Star Coat 64K,0.669,46.0,10.95,2649,T5 2` Phillips Star Coat 64K,2`,46.0,10.95,0,Nickel City Wholesale Garden Supply,0.669,needs-review,Verify vs alt 1451 (score 0.606),1451,REG-2 Dual Co2 Regulator,0.606,2252.0,"T5/24"" Sunlite 865 K lamp HO",0.601,ready-strong-gap,Match score exceeds alt by 0.063,0.06300000000000006
hmh00971,ppm-1500-tds-2-142-ms-16-oz,PPM-1500 TDS / 2.142 ms 16 oz,12.5,0.0,304.0,1500 PPM Calibration Sol. 8oz,0.68,3.0,8.02,304,1500 PPM Calibration Sol. 8oz,8 Oz,3.0,8.02,0,Nickel City Wholesale Garden Supply,0.68,needs-review,Needs review: close alt 1213 (Δ=0.031),1213,Genesis 1413 TDS Solution 16oz,0.648,2900.0,Physan 20™ 16 oz,0.617,manual-alt-stronger,token overlap: best 3 >= alt 2.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: alt 0.3000 closer than best 0.3584; fuzzy ratio: best 0.238095238095238 >= alt 0.2328767123287671,0.03200000000000003
hmh00970,ppm-1500-tds-2-142-ms-8-oz,PPM-1500 TDS / 2.142 ms 8 oz,8.75,0.0,304.0,1500 PPM Calibration Sol. 8oz,0.655,3.0,8.02,304,1500 PPM Calibration Sol. 8oz,8 Oz,3.0,8.02,0,Nickel City Wholesale Garden Supply,0.655,needs-review,auto-resolved: stronger numeric overlap,1212,Genesis 1413 TDS Solution 8oz,0.636,3430.0,Terp Lock  62% 1/8 oz.,0.621,manual-review,Needs human confirmation,0.019000000000000017
hmh00861,pulse-start-m-h-600w-10000k-for-final-flowering,"Pulse Start M.H.600W. 10,000K for Final Flowering",79.95,0.0,1484.0,"Pulse Start 400w MH 10,000k",1.096,32.0,58.6,1484,"Pulse Start 400w MH 10,000k",1 Box,32.0,58.6,0,Nickel City Wholesale Garden Supply,1.096,needs-review,Needs review: close alt 1490 (Δ=0.002),149,"Pulse Start 1000w MH 10,000k",1.093,1486.0,Pulse Start 600w MH 3000k,0.655,manual-alt-stronger,token overlap: best 5 >= alt 5.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: alt 0.2220 closer than best 0.2670; fuzzy ratio: best 0.4558139534883721 >= alt 0.4516129032258064,0.0030000000000001137
hmh00856,pulse-start-metal-halide-7000k-for-vegative-growth,"Pulse Start Metal Halide 7,000K for Vegative Growth",59.95,0.0,1485.0,Pulse Start 600w MH 7000k,0.667,4.0,78.15,1485,Pulse Start 600w MH 7000k,1 Box,4.0,78.15,0,Nickel City Wholesale Garden Supply,0.667,needs-review,auto-resolved: price proximity,1488,Pulse Start 1000w MH 7000k,0.663,2658.0,e-Start Metal Halide 1000 watt,0.654,manual-review,Needs human confirmation,0.0040000000000000036
hmh01676,pure-clean-powerful-natural-enzymes-1-liter,Pure Clean Powerful natural enzymes 1 liter,46.0,0.0,2560.0,Pure Enzym Lt,0.682,8.0,44.97,256,Pure Enzym Lt,1 Lt,8.0,44.97,0,Nickel City Wholesale Garden Supply,0.682,needs-review,Verify vs alt 6 (score 0.627),6,Pure Blend Pro Grow Gal,0.627,3213.0,Athena Clean Line Perafoam 1 Ga,0.626,ready-strong-gap,Match score exceeds alt by 0.055,0.05500000000000005
hmh00964,replacement-probe-for-24-7-meter,Replacement Probe for 24-7 Meter,49.0,0.0,1054.0,24-7 PPM Replacement Probe,1.145,2.0,48.83,1054,24-7 PPM Replacement Probe,1 Pc,2.0,48.83,0,Nickel City Wholesale Garden Supply,1.145,needs-review,Needs review: close alt 1053 (Δ=0.002),1053,24-7 pH Replacement Probe,1.143,1452.0,Tri-Meter replacement Probe,0.741,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 2 >= alt 2.0; size overlap: best 0 >= alt 0.0; price delta: best 0.0035 <= alt 0.0035; fuzzy ratio: best 0.6432748538011696 >= alt 0.6390532544378699; Score delta 0.002,0.0020000000000000018
hmh01771,rosin-pro-press-auto-electirc-2,ROSIN PRO PRESS Auto Electirc,950.0,0.0,3043.0,"ROSIN PRESS Pneumatic 20 6""X8""",0.744,0.0,1650.0,3043,"ROSIN PRESS Pneumatic 20 6""X8""",130 pounds,0.0,1650.0,0,Nickel City Wholesale Garden Supply,0.744,needs-review,Verify vs alt 3554 (score 0.636),3554,Froot by Foot Auto 36.1%,0.636,21.0,Pure Blend Pro Grow 2.5G,0.615,ready-strong-gap,Match score exceeds alt by 0.108,0.10799999999999998
hmh01775,rosin-pro-press-co-manual-2,ROSIN PRO PRESS CO. Manual,950.0,0.0,3043.0,"ROSIN PRESS Pneumatic 20 6""X8""",0.709,0.0,1650.0,3043,"ROSIN PRESS Pneumatic 20 6""X8""",130 pounds,0.0,1650.0,0,Nickel City Wholesale Garden Supply,0.709,needs-review,auto-resolved: stronger numeric overlap,3042,"ROSIN PRESS Manual H12T 6""X8""",0.686,3488.0,Dyna Mag-Pro 2-15-4/5  gal,0.644,ready-gap,Match score exceeds alt by 0.023,0.02299999999999991
hmh00390,royal-flush-16-oz,Royal Flush 16 oz,8.33,0.0,3154.0,ph up 16 oz,0.767,0.0,11.73,3154,ph up 16 oz,16 oz,0.0,11.73,0,Nickel City Wholesale Garden Supply,0.767,needs-review,Needs review: close alt 2900 (Δ=0.003),29,Physan 20™ 16 oz,0.763,597.0,Royal Flush Pt,0.726,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.4082 <= alt 0.4394; fuzzy ratio: best 0.3877551020408163 >= alt 0.3818181818181818; Score delta 0.004,0.0040000000000000036
,russet,Russet,29.0,0.0,3355.0,Russet  MITE control.8 oz.,0.661,20.0,29.0,3355,Russet  MITE control.8 oz.,8 oz,20.0,29.0,0,Nickel City Wholesale Garden Supply,0.661,needs-review,,,,,,,,ready-no-alt,No alternate candidate available,
,scietetics-ful-v-tech-element-transfer-system-55-gallon,Scietetics Ful V Tech Element Transfer System 55 Gallon,2999.0,8.0,471.0,Ebb & Gro 55Gal Reservoir,0.643,2.0,112.36,471,Ebb & Gro 55Gal Reservoir,Drum,2.0,112.36,0,Nickel City Wholesale Garden Supply,0.643,needs-review,Verify vs alt 3610 (score 0.554),361,"Ful acids""V""TECH  fulvic acids",0.554,3511.0,Rhizium element tranferr 2.5Ga.,0.512,ready-strong-gap,Match score exceeds alt by 0.089,0.08899999999999997
,scietetics-ful-v-tech-element-transfer-system-gallon,Scietetics Ful V Tech Element Transfer System Gallon,69.0,8.0,3610.0,"Ful acids""V""TECH  fulvic acids",0.68,2.0,79.95,361,"Ful acids""V""TECH  fulvic acids",Gallon,2.0,79.95,0,Phive8,0.68,needs-review,Verify vs alt 3511 (score 0.619),3511,Rhizium element tranferr 2.5Ga.,0.619,1755.0,Ruby Ful#$% 15 GAL.,0.575,ready-strong-gap,Match score exceeds alt by 0.061,0.061000000000000054
,scietetics-magcal-5-gallon,Scietetics MagCal 5 Gallon,245.0,0.0,3631.0,Athena Grow A 1-3-5 /5 Gal.,1.014,4.0,200.0,3631,Athena Grow A 1-3-5 /5 Gal.,5  GALLON,4.0,200.0,0,Athena,1.014,needs-review,Needs review: close alt 3632 (Δ=0.007),3632,Athena Grow B 1-3-5 /5 Gal.,1.006,3411.0,Athena I.P.M. /5 Gal,0.997,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best inf <= alt inf; fuzzy ratio: best 0.2833333333333333 >= alt 0.2666666666666666; Score delta 0.008,0.008000000000000007
,self-watering-fabric-pot-base-4-pack,"Self-Watering Fabric Pot Base, 4-Pack",25.13,0.0,2876.0,Square Plastic Pot Black 4 in,0.632,10.0,0.28,2876,Square Plastic Pot Black 4 in,"4""",10.0,0.28,0,Sunlight Supply inc.,0.632,needs-review,auto-resolved: text similarity,1188,"Cow Pot 4""  /12 per",0.619,3422.0,"1/4"" TUBING BARBED tee (100/pk)",0.599,manual-review,Needs human confirmation,0.013000000000000012
hmh01057,sensi-grow-part-a-2-5-gal,Sensi Grow part A (2.5 gal),79.96,0.0,198.0,FloraDuo (Part-A) 2.5Gal,0.951,1.0,92.99,198,FloraDuo (Part-A) 2.5Gal,2.5 Gal,1.0,92.99,0,NGW,0.951,needs-review,Needs review: close alt 199 (Δ=0.017),199,FloraDuo (Part-B) 2.5Gal,0.934,3139.0,Athena Grow B 1-3-5 Gal.,0.921,ready-alt-validated,token overlap: best 2 >= alt 2.0; number overlap: best 2 >= alt 2.0; size overlap: best 0 >= alt 0.0; price delta: best 0.1630 <= alt 0.1630; fuzzy ratio: best 0.2900763358778626 >= alt 0.2595419847328244; Score delta 0.017,0.016999999999999904
hmh01061,sensizym-1-gal,Sensizym (1 gal),110.0,0.0,3138.0,Athena Grow A 4-0-1 Gal.,1.094,4.0,45.0,3138,Athena Grow A 4-0-1 Gal.,gallon,4.0,45.0,0,Athena,1.094,needs-review,Needs review: close alt 3139 (Δ=0.000),3139,Athena Grow B 1-3-5 Gal.,1.094,3631.0,Athena Grow A 1-3-5 /5 Gal.,1.092,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 1 >= alt 1.0; size overlap: best 0 >= alt 0.0; price delta: best 0.5909 <= alt 0.5909; fuzzy ratio: best 0.376068376068376 >= alt 0.376068376068376; Score delta 0.000,0.0
,skywalker-auto-skywalker-og-x-gelato-41-auto-5-seed,,,,3257.0,"G.M.O. Auto ""OG""",0.69,0.0,50.0,3257,"G.M.O. Auto ""OG""",8 pk,0.0,50.0,0,@Flowers-HEMP,0.69,needs-review,Needs review: close alt 3571 (Δ=0.022),3571,GELATO #41 @Flowers 32%,0.668,3535.0,Gelato #41 Simi FullTerm 11 G.,0.531,manual-alt-stronger,token overlap: alt 3.0 > best 2; number overlap: alt 1.0 > best 0; size overlap: best 0 >= alt 0.0; price delta: best inf <= alt inf; fuzzy ratio: best 0.4166666666666667 >= alt 0.4158415841584158,0.02199999999999991
,spin-pro-wire-replacments,Spin Pro Wire Replacments,17.95,0.0,1885.0,PRO REPLACMENT charcoal 15lb,0.697,4.0,49.95,1885,PRO REPLACMENT charcoal 15lb,15 lb,4.0,49.95,0,Nickel City Wholesale Garden Supply,0.697,needs-review,Verify vs alt 2051 (score 0.523),2051,Spinpro Replacement Wires,0.523,3399.0,Athena Pro Grow 10 lb.,0.462,ready-strong-gap,Match score exceeds alt by 0.174,0.17399999999999993
hmh00036,subculture-b-200gm-bag,SubCulture B 200gm. Bag,41.95,0.0,374.0,SubCulture B 75g.,0.675,0.0,18.95,374,SubCulture B 75g.,,0.0,18.95,0,Sunlight Supply inc.,0.675,needs-review,Needs review: close alt 375 (Δ=0.000),375,SubCulture M 75g,0.675,2666.0,SubCulture-B 75 Gram,0.567,manual-alt-stronger,token overlap: best 1 >= alt 1.0; number overlap: best 0 >= alt 0.0; size overlap: best 0 >= alt 0.0; price delta: alt 0.5476 closer than best 0.5483; fuzzy ratio: best 0.5 >= alt 0.5,0.0
hmh00037,subculture-m-200gm-bag,SubCulture M 200gm. Bag,39.98,0.0,375.0,SubCulture M 75g,0.675,6.0,18.98,375,SubCulture M 75g,,6.0,18.98,0,Sunlight Supply inc.,0.675,needs-review,Needs review: close alt 374 (Δ=0.010),374,SubCulture B 75g.,0.665,2666.0,SubCulture-B 75 Gram,0.533,ready-alt-validated,token overlap: best 1 >= alt 1.0; number overlap: best 0 >= alt 0.0; size overlap: best 0 >= alt 0.0; price delta: best 0.5253 <= alt 0.5260; fuzzy ratio: best 0.5 >= alt 0.4821428571428571; Score delta 0.010,0.010000000000000009
hmh01704,sunblaster-125w-cf-2500k-2,Sunblaster 125W CF 2500k,59.95,0.0,1735.0,Sunblaster CFL 125w 2500k,0.683,2.0,56.71,1735,Sunblaster CFL 125w 2500k,1 Box,2.0,56.71,0,Nickel City Wholesale Garden Supply,0.683,needs-review,auto-resolved: price proximity,3076,SunBlaster 10K 2ft. lamp,0.675,1898.0,Sunblaster 2' Reflector,0.664,manual-review,Needs human confirmation,0.008000000000000007
hmh01705,sunblaster-200w-cf-6400k-2,Sunblaster 200W CF 6400k,109.95,0.0,1734.0,Sunblaster CFL 200w 6400k,0.686,4.0,49.95,1734,Sunblaster CFL 200w 6400k,1 Box,4.0,49.95,0,Nickel City Wholesale Garden Supply,0.686,needs-review,auto-resolved: price proximity,3076,SunBlaster 10K 2ft. lamp,0.662,1898.0,Sunblaster 2' Reflector,0.657,ready-gap,Match score exceeds alt by 0.024,0.02400000000000002
hmh01186,sunblaster-nanodome,Sunblaster Nanodome,6.95,0.0,2979.0,"Sunblaster 18"" lamp",0.773,1.0,8.95,2979,"Sunblaster 18"" lamp","18""",1.0,8.95,0,Nickel City Wholesale Garden Supply,0.773,needs-review,Verify vs alt 1033 (score 0.663),1033,"SunBlaster T5 24"" 65K",0.663,3592.0,SunBlaster Mini Greenhouse w/T5,0.581,ready-strong-gap,Match score exceeds alt by 0.110,0.10999999999999999
hmh00513,sunsoaker-parabolic-reflector-w-horizonal-socket-bracket,SunSoaker Parabolic Reflector w/ Horizonal Socket bracket,99.0,0.0,760.0,"Sun Soaker 48"" Parabolic",0.689,11.0,130.99,76,"Sun Soaker 48"" Parabolic",1 Box,11.0,130.99,0,Nickel City Wholesale Garden Supply,0.689,needs-review,Verify vs alt 757 (score 0.503),757,"Ultragrow A/C 6""",0.503,758.0,"Ultragrow A/C 8""",0.503,ready-strong-gap,Match score exceeds alt by 0.186,0.18599999999999994
hmh00882,t5-cfl-4-plantmax-warm-54w-3000k-tube-4800-lumens,T5 CFL 4' Plantmax Warm 54W. 3000K tube 4800 lumens,10.95,0.0,1293.0,Sunblaster 4'  T5 Fixture,0.687,8.0,46.95,1293,Sunblaster 4'  T5 Fixture,1 Box,8.0,46.95,0,Nickel City Wholesale Garden Supply,0.687,needs-review,Verify vs alt 1299 (score 0.549),1299,Ultragrow 4'-8 Tube T5 Fixture,0.549,3037.0,Hortilux PowerVegT5-4`54W.HO UV,0.512,ready-strong-gap,Match score exceeds alt by 0.138,0.138
hmh00604,t5-high-output-fluorescent-lamps,T5 High Output Fluorescent Lamps,14.95,0.0,3333.0,iSunlight® T5 Bloom LED Lamps,0.704,15.0,18.0,3333,iSunlight® T5 Bloom LED Lamps,,15.0,18.0,0,Hawthorne Hydoponics LLC,0.704,needs-review,Verify vs alt 3659 (score 0.582),3659,UltraGrow 6 lamp T5 /4ft,0.582,2252.0,"T5/24"" Sunlite 865 K lamp HO",0.559,ready-strong-gap,Match score exceeds alt by 0.122,0.122
hmh00340,the-hammer-100-gm,The Hammer 100 gm,169.95,0.0,1612.0,The Hammer 100g,0.706,4.0,166.13,1612,The Hammer 100g,100 g,4.0,166.13,0,Nickel City Wholesale Garden Supply,0.706,needs-review,Verify vs alt 1605 (score 0.569),1605,Ton O Bud 100gm. 0-49-32,0.569,1799.0,SURGE PLUS 350 Gm,0.568,ready-strong-gap,Match score exceeds alt by 0.137,0.137
hmh00339,the-hammer-20-gm,The Hammer 20 gm,41.01,0.0,1611.0,The Hammer 20g,0.694,24.0,39.05,1611,The Hammer 20g,20 g,24.0,39.05,0,Nickel City Wholesale Garden Supply,0.694,needs-review,Verify vs alt 1799 (score 0.572),1799,SURGE PLUS 350 Gm,0.572,688.0,sub culture M 600 gm,0.5,ready-strong-gap,Match score exceeds alt by 0.122,0.122
hmh00768,trimpro-rotor-exit-chute,TRIMPRO ROTOR Exit Chute,17.0,0.0,419.0,Trimpro Rotor,0.693,3.0,1559.11,419,Trimpro Rotor,Box,3.0,1559.11,0,Nickel City Wholesale Garden Supply,0.693,needs-review,Verify vs alt 2347 (score 0.598),2347,Trimpro Rotor w/ Workstation,0.598,423.0,Trimpro w/ Workstation GM,0.402,ready-strong-gap,Match score exceeds alt by 0.095,0.09499999999999997
hmh00769,trimpro-rotor-replacement-motor,TRIMPRO ROTOR replacement motor,395.0,0.0,430.0,Trimbox Bag Replacement,0.731,0.0,38.12,43,Trimbox Bag Replacement,1 Pc,0.0,38.12,0,Nickel City Wholesale Garden Supply,0.731,needs-review,Verify vs alt 419 (score 0.671),419,Trimpro Rotor,0.671,424.0,Trimpro Replacement GM,0.666,ready-strong-gap,Match score exceeds alt by 0.060,0.05999999999999994
