Handle,Title,SKU,Price,Inventory_Qty,Status
clonex-mycorrhizae-root-maximizer-8-oz-soluble-2,Clonex Mycorrhizae Root Maximizer 8 OZ Soluble,hmh01753,48.95,0,active
combo-max-8-w-can-75-8-flange-675-cfm,"COMBO Max 8 w/Can 75 & 8"" Flange, 675 CFM",hmh00695,502.0,0,active
cocotek-grow-a-gal,CocoTek Grow A Gal.,hmh01560,34.0,0,active
cocotek-grow-b-gal,CocoTek Grow B Gal.,hmh01561,34.0,0,active
clonex-mist-100ml-spray-bottle,Clonex Mist 100ml Spray Bottle,hmh01359,10.95,0,active
decision-gallon,Decision Gallon,hmh01447,187.04,0,active
centurion-pro-tabletop-trimming-machine-wet-or-dry,Centurion Pro Tabletop Trimming Machine Wet or Dry,,2999.0,0,active
centurion-pro-tabletop-trimming-machine-wet-or-dry,,,0.0,0,
centurion-pro-tabletop-trimming-machine-wet-or-dry,,,0.0,0,
centurion-pro-tabletop-trimming-machine-wet-or-dry,,,0.0,0,
down-to-earth-fish-bone-meal-6-lb,Down To Earth Fish Bone Meal - 6 lb,hmh01814,9.95,0,active
double-super-b-1-liter,Double Super B+ 1 liter,hmh00329,34.99,0,active
carboload-1-gal,CarboLoad (1 gal),hmh01037,65.42,0,active
clearex-gal,Clearex Gal.,hmh01182,36.95,0,active
clearex-qt,Clearex Qt.,hmh01181,15.0,0,active
cocotek-planter-14-in,CocoTek Planter 14 in.,hmh00115,18.7,0,active
chemdog-feminized-5-seed,CHEMDOG ( feminized ) 5 seed,,45.0,0,active
chemdog-feminized-5-seed,,,0.0,0,
carb-o-naria-0-0-0-3-2-5-gall,"CAR-BEAU-NARIA 0-0-0.3 , 2.5 Gall",hmh01909,329.0,0,active
diamond-nectar-1-qt,Diamond Nectar 1 qt,hmh00199,18.19,0,active
cloudlab-866-advance-grow-tent-60-x-60-x-80,"CLOUDLAB 866, Advance Grow Tent 60"" x 60"" x 80""",,219.0,0,active
car-beau-naria-0-0-0-3-5-gall,"Car- Beau- Naria 0-0-0.3 , 5 Gall",hmh01910,466.42,0,active
diy-autoflowering-cannabis-by-jeff-lowenfels,DIY Autoflowering Cannabis by Jeff Lowenfels,,24.95,0,active
diamond-black-2-5-gal,Diamond Black 2.5 gal,hmh00684,108.48,0,active
carboload-1-lt,CarboLoad (1 lt),hmh01036,23.78,0,active
diamond-nectar-2-5-gal,Diamond Nectar 2.5 gal,hmh00201,97.05,0,active
cocotek-bloom-b-qts,Cocotek Bloom B Qts,hmh01559,15.89,0,active
decision-2-5-gallon,Decision 2.5 Gallon,hmh01448,369.0,0,active
demeters-destiny-gallon,Demeter's Destiny Gallon,hmh01388,60.0,0,active
cocotek-bloom-a-gal,CocoTek Bloom A Gal.,hmh01562,34.0,0,active
carbo-blast-300g,Carbo Blast 300g,hmh01351,24.99,0,active
clonex-mycorrhizae-root-maximizer-8-oz-soluble,Clonex Mycorrhizae Root Maximizer 8 OZ Soluble,hmh01750,48.95,0,active
clonex-mycorrhizae-root-maximizer-1-pound-soluble,Clonex Mycorrhizae Root Maximizer 1 pound Soluble,hmh01754,85.0,0,active
can-50-pre-filter,CAN 50 Pre-Filter,hmh00717,12.22,0,active
camg-1-qt,CaMg+ 1 qt,hmh00253,19.19,0,active
can-fan-4-high-output-178-cfm,"Can-Fan 4"" high output 178 CFM",hmh00792,186.66,0,active
can-fan-4-standard-output-142-cfm,"Can-Fan 4"" standard output 142 CFM",hmh00791,175.95,0,active
can-fan-8-standard-output-493-cfm,"Can-Fan 8"" standard output 493 CFM",hmh00795,264.43,0,active
can-fan-12-high-output-971-cfm,"Can-Fan 12"" high output 971 CFM",hmh00797,433.31,0,active
carbo-blast-2-5-kg,Carbo Blast 2.5 kg,hmh00318,96.99,0,active
carbonaria-0-0-03-qt-12-cs,CAR_BEAU_NARIA 0-0-.03  Qt. (12/cs),hmh01907,34.88,0,active
carb-o-naria-0-0-0-3-gall-4-cs,CAR-BEAU-NARIA 0-0-0.3 Gall.(4/cs),hmh01908,114.34,0,active
can-fan-10-high-output-781-cfm,"Can-Fan 10"" high output 781 CFM",hmh00796,306.65,0,active
can-fan-6-standard-output-270-cfm,"Can-Fan 6"" standard output 270 CFM",hmh00793,199.99,0,active
can-filter-75-w-8-ho-559-cfm-fan-combo-freight-shipping-only,"Can-Filter 75 W/ 8"" HO 559 CFM Fan Combo (freight shipping ONLY)",hmh00699,551.08,0,active
can-100-filter-16-5-od-39-4-high-8-flange-size-840-cfm,"CAN 100 Filter 16.5"" OD, 39.4"" high, 8"" flange size, 840 CFM",hmh00709,200.0,0,active
can-75-filter-16-5-od-29-5-high-8-flange-size-600-cfm,"CAN 75 Filter 16.5"" OD, 29.5"" high, 8"" flange size, 600 CFM",hmh00708,248.88,0,active
can-filter-100-w-8-ho-620-cfm-fan-combo-freight-shipping-only,"Can-Filter 100 W/ 8"" HO 620 CFM Fan Combo (freight shipping ONLY)",hmh00700,555.53,0,active
can-lite-14-w-flange-attached-2200-cfm,"Can-Lite 14"" w/ Flange attached (2200 cfm)",hmh01240,390.0,0,active
can-66-filter-12-od-26-high-8-flange-size-412-cfm,"CAN 66 Filter 12"" OD, 26"" high, 8"" flange size, 412 CFM",hmh00707,193.32,0,active
camg-2-5-gal,CaMg+ 2.5 gal,hmh00682,137.5,0,active
can-125-pre-filter,CAN 125 Pre-Filter,hmh00721,21.11,0,active
camg-6-gal,CaMg+ 6 gal,hmh00683,314.5,0,active
can-33-pre-filter,CAN 33 Pre-Filter,hmh00716,6.67,0,active
can-700-pre-filter,CAN 700 Pre-Filter,hmh00713,7.78,0,active
calnesium-defficiency-correction-supplemnt-qt,CALNESIUM Defficiency Correction Supplemnt Qt.,hmh01855,19.95,0,active
can-50-filter-16-5-od-19-8-high-8-flange-size-420-cfm,"CAN 50 Filter 16.5"" OD, 19.8"" high, 8"" flange size, 420 CFM",hmh00706,140.0,0,active
can-75-pre-filter,CAN 75 Pre-Filter,hmh00719,13.33,0,active
can-33-filter-12-od-13-high-6-flange-size-200-cfm,"CAN 33 Filter 12"" OD, 13"" high, 6"" flange size, 200 CFM",hmh00705,124.44,0,active
calnesium-defficiency-correction-supplemnt-gal,CALNESIUM Defficiency Correction Supplemnt Gal,hmh01856,57.95,0,active
can-125-filter-16-5-od-49-2-high-10-flange-size-1110-cfm,"CAN 125 Filter 16.5"" OD, 49.2"" high, 10"" flange size, 1110 CFM",hmh00710,598.0,0,active
can-66-pre-filter,CAN 66 Pre-Filter,hmh00718,12.22,0,active
camg-1-gal,CaMg+ 1 gal,hmh00254,61.5,0,active
can-100-pre-filter,CAN 100 Pre-Filter,hmh00720,15.55,0,active
can-150-pre-filter,CAN 150 Pre-Filter,hmh00722,23.33,0,active
calnesium-defficiency-correction-supplemnt-2-5-ga,CALNESIUM Defficiency Correction Supplemnt 2.5 Ga,hmh01857,114.96,0,active
calnesium-defficiency-correction-supplemnt-6-gal,CALNESIUM Defficiency Correction Supplemnt 6 gal,hmh01858,185.96,0,active
calcarb-calcium-carbonate-foliar-spray-6-oz,CalCarb Calcium Carbonate Foliar Spray 6 oz,hmh00459,19.99,0,active
blue-haze-x-gelato-41-auto-feminised-blue-haze-x-gelato-41-auto-5-seed,Blue Haze x Gelato 41 Auto (Feminised) Blue Haze x Gelato 41 Auto/ 5 Seed,,66.0,0,active
blue-haze-x-gelato-41-auto-feminised-blue-haze-x-gelato-41-auto-5-seed,,,0.0,0,
biothrive-bloom-1-qt,BioThrive Bloom 1 qt,hmh00163,18.89,0,active
calcarb-calcium-carbonate-foliar-spray-12-oz,CalCarb Calcium Carbonate Foliar Spray 12 oz,hmh00460,34.99,0,active
calimagic-gal,CALiMAGic gal,hmh01157,62.95,0,active
bud-blood-bloom-stimulator-40-g,Bud Blood Bloom Stimulator (40 g),hmh01029,23.78,0,active
bioroot-1-qt,BioRoot 1 qt,hmh00249,16.98,0,active
biomarine-1-qt,BioMarine 1 qt,hmh00247,20.22,0,active
biothrive-grow-1-gal,BioThrive Grow 1 gal,hmh00161,66.1,0,active
block-ir-4-x-100-roll,Block-IR 4' x 100' Roll,hmh00922,249.0,0,active
calimagic-qt,CALiMAGic qt,hmh01156,25.14,0,active
cal-mag-plus-gal,Cal-Mag Plus Gal.,hmh01180,60.38,0,active
bud-boom-500gm,Bud Boom 500gm,hmh00314,43.99,0,active
bioweed-2-5-gal,BioWeed 2.5 gal,hmh00680,141.24,0,active
calimagic-2-5-gal,CALiMAGic 2.5 gal,hmh01158,174.95,0,active
biothrive-grow-6-gal,BioThrive Grow 6 gal,hmh00672,271.68,0,active
blue-dream-auto-seed-pack-8-pk,Blue Dream Auto – Seed Pack 8 pk,,50.0,0,active
blue-dream-auto-seed-pack-8-pk,,,0.0,0,
block-ir-4-x-50-roll,Block-IR 4' x 50' Roll,hmh00921,139.0,0,active
bioweed-6-gal,BioWeed 6 gal,hmh00681,330.0,0,active
black-toffee-auto-feminised-larry-bubba-x-gelato-41-auto-5-seed,Black Toffee Auto (Feminised) Larry Bubba x Gelato #41 Auto -5 Seed,,66.0,0,active
black-toffee-auto-feminised-larry-bubba-x-gelato-41-auto-5-seed,,,0.0,0,
biothrive-grow-1-qt,BioThrive Grow 1 qt,hmh00160,18.99,0,active
biothrive-bloom-1-gal,BioThrive Bloom 1 gal,hmh00164,58.1,0,active
bud-start-100-gm,Bud Start 100 gm,hmh00317,44.46,0,active
bloom-natural-5-gal,Bloom Natural 5 gal,hmh00405,421.2,0,active
big-boy-kdf-85-carbon-filter-well-water-chloramines,BIG BOY KDF-85 CARBON FILTER- WELL WATER & CHLORAMINES,hmh00962,129.0,0,active
bloom-khaos-quart,Bloom Khaos Quart,hmh01384,40.0,0,active
calimagic-6-gal,CALiMAGic 6 gal,hmh01832,227.5,0,active
bioroot-2-5-gal,BioRoot 2.5 gal,hmh00678,110.16,0,active
bud-candy-1-lt,Bud Candy (1 lt),hmh01031,29.9,0,active
block-cocos-nucifera-1-gal,Block Cocos Nucifera 1 GAL,,3.78,0,active
bioweed-1-qt,BioWeed 1 qt,hmh00251,20.22,0,active
bioroot-6-gal,BioRoot 6 gal,hmh00679,226.16,0,active
bud-boom-130gm,Bud Boom 130gm,hmh00313,11.88,0,active
bud-ignitor-1-lt,Bud Ignitor 1 Lt,hmh01424,92.74,0,active
bloom-natural-1-gal,Bloom Natural 1 gal,hmh00403,93.6,0,active
biomarine-2-5-gal,BioMarine 2.5 gal,hmh00676,112.96,0,active
biothrive-bloom-2-5-gal,BioThrive Bloom 2.5 gal,hmh00165,126.5,0,active
biothrive-bloom-6-gal,BioThrive Bloom 6 gal,hmh00673,274.5,0,active
biothrive-grow-2-5-gal,BioThrive Grow 2.5 gal,hmh00162,147.5,0,active
bloom-natural-1-qt,Bloom Natural 1 qt,hmh00402,26.32,0,active
bioweed-1-gal,BioWeed 1 gal,hmh00252,62.16,0,active
block-ir-4-x-25-roll,Block-IR 4' x 25' Roll,hmh00920,79.95,0,active
bud-candy-2-5-gal,Bud Candy (2.5 gal),hmh01033,169.98,0,active
bypass-hand-shears,Bypass Hand Shears,hmh00615,18.99,0,active
cal-mag-plus-qt,Cal-Mag Plus Qt.,hmh01179,24.31,0,active
bud-blood-bloom-stimulator-300g,Bud Blood Bloom Stimulator (300g),hmh01030,166.5,0,active
bloom-natural-2-5-gal,Bloom Natural 2.5 gal,hmh00404,222.3,0,active
calimagic-16oz,CALiMAGic 16oz,hmh01155,12.95,0,active
bud-start-20-gm,Bud Start 20 gm,hmh00316,16.95,0,active
bloom-khaos-gallon,Bloom Khaos Gallon,hmh01385,120.0,0,active
block-cocos-nucifera-1-5-gal-8,"Block Cocos Nucifera 1.5 GAL 8""",,4.79,0,active
bud-boom-1kg,Bud Boom 1kg,hmh00315,131.95,0,active
biomarine-6-gal,BioMarine 6 gal,hmh00677,229.28,0,active
bud-candy-1-gal,Bud Candy (1 gal),hmh01032,76.2,0,active
bond-3-way-soil-meter-2,Bond 3-Way Soil Meter,hmh01301,9.95,0,active
botanicare-organicare-true-earth-potting-mix-o-m-r-i,Botanicare Organicare True Earth Potting Mix (O.M.R.I.),,20.5,0,active
bloom-natural-15-gal,Bloom Natural 15 gal,hmh00406,1170.0,0,active
botanicare-growilla-bud-12-lb,Botanicare Growilla Bud 12 lb,hmh01792,59.95,0,active
bio365-bioblend-high-porosity-blend-1-5cu-ft-bag-blend-of-fine-coir-coarse-peat-super-coarse-perlite,"bio365™ BIOBLEND™ High Porosity Blend - 1.5cu ft - Bag - Blend of Fine Coir, Coarse Peat, & Super Coarse Perlite",,29.99,0,active
big-bud-bloom-booster-1-gal,Big Bud Bloom Booster (1 gal),hmh01027,136.76,0,active
big-bud-bloom-booster-500g-powder,Big Bud Bloom Booster (500g powder),hmh01025,98.12,0,active
bio-365-start-1-5-cu-ft,Bio 365 Start 1.5 cu ft.,,28.88,0,active
big-bud-bloom-booster-1-lt,Big Bud Bloom Booster (1 lt),hmh01026,45.62,0,active
bio365-bioflower-nutrient-dense-mix-1-5cu-ft-bag-blend-of-fine-coir-coarse-peat-super-coarse-perlite,"bio365™ BIOFLOWER™ Nutrient Dense Mix - 1.5cu ft - Bag - Blend of Fine Coir, Coarse Peat, & Super Coarse Perlite",,35.99,0,active
biomarine-1-gal,BioMarine 1 gal,hmh00248,51.48,0,active
biobud-2-5-gal,BioBud 2.5 gal,hmh00674,406.5,0,active
biobud-1-qt,BioBud 1 qt,hmh00245,41.36,0,active
big-bud-bloom-booster-2-5-gal,Big Bud Bloom Booster (2.5 gal),hmh01028,330.0,0,active
bioroot-1-gal,BioRoot 1 gal,hmh00250,52.7,0,active
big-bloom-liquid-plant-food-1-qt,Big Bloom Liquid Plant Food (1 qt),hmh01083,22.99,0,active
biobud-6-gal,BioBud 6 gal,hmh00675,964.95,0,active
biobud-1-gal,BioBud 1 gal,hmh00246,166.5,0,active
big-boy-pleated-sediment-filter-cleanable,BIG BOY PLEATED SEDIMENT FILTER (CLEANABLE),hmh00961,55.0,0,active
basic-1000w-mh-hps-switchable-ballast,Basic 1000W MH/HPS Switchable Ballast,hmh00852,50.0,0,active
big-boy,Big Boy,hmh00581,250.0,0,active
bio365-bioall-all-purpose-hp-blend-1-5-cu-ft,bio365™ BIOALL™ All Purpose HP Blend 1.5 cu.ft.,,32.99,0,active
badboy-t-5-4-ft-8-lamp-fixture-432-w,BADBOY T-5 4 ft - 8 Lamp Fixture 432 W,hmh00534,200.0,0,active
bi-pin-socket-adpter-for-pgzx18,BI-PIN Socket adpter for PGZX18,hmh01765,16.95,0,active
banjerine-auto-flowering-8-seed-pk,Banjerine Auto Flowering - 8 seed pk,,50.0,0,active
banjerine-auto-flowering-8-seed-pk,,,0.0,0,
b1cuss-blossombuilder-946-ml,B1Cuss BlossomBuilder 946 ml.,hmh01435,138.95,0,active
better-bloom-500-gm,Better Bloom 500 gm,hmh00300,28.99,0,active
big-bang-feminised-skunk-x-northern-light-x-el-nino-auto-5-seed,Big Bang (Feminised) Skunk x Northern Light x El Niño AUTO 5 Seed,,45.0,0,active
big-bud-bloom-booster-130g-powder,Big Bud Bloom Booster (130g powder),hmh01024,26.76,0,active
badboy-t-5-4-ft-6-lamp-fixture-324-w,BADBOY T-5 4 ft - 6 Lamp Fixture 324 W,hmh00533,175.0,0,active
big-bloom-liquid-plant-food-1-gal,Big Bloom Liquid Plant Food (1 gal),hmh01084,57.79,0,active
banana-krumble-feminised-banana-punch-x-og-kush-5-seed,Banana Krumble (Feminised) Banana Punch x OG Kush-5 Seed,,50.0,0,active
big-boy-carbon-filter,Big Boy Carbon filter,hmh00960,63.0,0,active
badboy-t-5-4-ft-16-lamp-fixture-864-w,BADBOY T-5 4 ft - 16 Lamp Fixture 864 W,hmh00536,399.0,0,active
better-bloom-2-kg,Better Bloom 2 kg,hmh00301,119.0,0,active
better-bloom-10-kg,Better Bloom 10 kg,hmh00302,396.89,0,active
basic-600w-hps-ballast,Basic 600w HPS Ballast,hmh01247,50.0,0,active
bcuzz-roxx-rooting-blocks-4-x-4-x-4-no-hole-strip-of-6,"B'cuzZ Roxx Rooting Blocks 4 x 4 x 4, no hole (strip of 6)",hmh00471,5.95,0,active
badboy-t-5-4-ft-4-lamp-fixture-216-w,BADBOY T-5 4 ft - 4 Lamp Fixture 216 W,hmh00532,140.0,0,active
bcuzz-roxx-rooting-blocks-4-x-4-x-4-cs-24-strips-6-per-scrip,B'cuzZ Roxx Rooting Blocks 4 x 4 x 4 --Cs/24 strips @6 per strip,,150.0,0,active
badboy-ho-t-5-4-ft-triphosphor-grow-54-w-6500-k-2,"BadBoy HO T-5 4 ft Triphosphor Grow 54 W, 6500 K",hmh01730,15.95,0,active
badboy-ho-t-5-triphosphor-bloom-54w-2900k,BadBoy HO T-5 Triphosphor Bloom 54W 2900K,hmh01709,15.95,0,active
badboy-ho-t-5-4-ft-triphosphor-bloom-54-w-2900-k,"BADBOY HO T-5 4 ft Triphosphor Bloom 54 W, 2900 K",hmh00524,15.98,0,active
add-a-lamp-hardware-kit-trolley-and-mounting-hardware,Add a Lamp Hardware Kit (Trolley and mounting hardware),hmh00910,23.95,0,active
bcuzz-hydro-b-1l,B'Cuzz Hydro B 1L,hmh00265,16.1,0,active
athena-balance-1-gallon,Athena Balance 1 Gallon,,45.0,0,active
bcuzz-roxx-rooting-blocks-4-x-4-x-2-5-42-40mm-hole-strip-of-6,"B'cuzZ Roxx Rooting Blocks 4 x 4 x 2.5, 42/40mm hole (strip of 6)",hmh00470,4.53,0,active
agrowlyte-plant-wash-qt,AgrowLyte Plant Wash qt.,,22.49,0,active
agrowlyte-plant-wash-gallon,AgrowLyte Plant Wash Gallon,,52.0,0,active
athena-cuts-rooting-gel-7-oz,Athena Cuts Rooting Gel 7 oz.,,40.5,0,active
bcuzz-roxx-bimatrix-growing-slab-40-x-6-x-3,B'cuzZ Roxx Bimatrix Growing Slab 40 x 6 x 3,hmh00477,7.5,0,active
bcuzz-root-stimulator-1-qt,B'Cuzz Root Stimulator - 1 qt,hmh00283,44.0,0,active
athena-grow-a,Athena Grow A 1 Gallon,,45.0,0,active
athena-grow-a,,,0.0,0,
bcuzz-growth-stimulator-1-qt,B'Cuzz Growth Stimulator - 1 qt,hmh00277,44.0,0,active
b-52-vitamin-1-gal,B-52 Vitamin (1 gal),hmh01022,136.76,0,active
bcuzz-root-stimulator-1-gal,B'Cuzz Root Stimulator - 1 gal,hmh00284,150.0,0,active
all-mesh-extraction-bags-3-bag-kit,All Mesh Extraction Bags - 3 Bag Kit,hmh01259,69.95,0,active
bcuzz-hydro-a-5l,B'Cuzz Hydro A 5L,hmh00264,51.5,0,active
bcuzz-roxx-bimatrix-growing-slab-36-x-6-x-3,B'cuzZ Roxx Bimatrix Growing Slab 36 x 6 x 3,hmh00475,7.5,0,active
autumn-gallon,Autumn Gallon,hmh01472,56.6,0,active
athena-bloom-a-1-gallon,Athena Bloom A - 1 Gallon,,45.0,0,active
bcuzz-coco-nutrition-componet-b-1l,B'Cuzz CoCo Nutrition Componet B 1L,hmh01227,16.1,0,active
athena-pro-grow-10-lb,Athena Pro Grow 10 lb.,,79.0,0,active
athena-mildew-control-32-oz,Athena Mildew Control 32 oz.,,79.0,0,active
agrowlyte-plant-wash-30-gallon,AGrowlyte Plant Wash 30 gallon,,750.0,0,active
athena-pro-bloom-10-lb,Athena Pro Bloom 10 lb.,,79.0,0,active
all-purpose-feeder-packs-20-ct,All-Purpose feeder packs.- 20 ct.,hmh00099,5.99,0,active
bcuzz-growth-stimulator-1-gal,B'Cuzz Growth Stimulator - 1 gal,hmh00278,150.0,0,active
aquaspinners,AquaSpinners,hmh01199,1.15,0,active
arjans-strawberry-haze-feminised-swiss-sativa-x-nl5-haze-mist-5-seed,Arjan's Strawberry Haze (Feminised) Swiss sativa x NL5 Haze Mist-5 seed,,45.0,0,active
ac-infinity-self-watering-fabric-pot-base-xl-4-pack,"AC Infinity -Self-Watering Fabric Pot Base XL, 4-Pack",,89.99,0,active
atami-rootblastic-80-ml,Atami RootBlastic 80 ml.,hmh01431,43.42,0,active
bcuzz-root-stimulator-12-oz,B'Cuzz Root Stimulator - 12 oz,hmh00282,22.0,0,active
athena-camg-1-gallon,Athena CaMg 1 Gallon,,45.0,0,active
athena-bloom-a-1-gallon-2,Athena Bloom A 1- Gallon,,45.0,0,active
athenas-aminas-gallon,Athena's Aminas Gallon,hmh01376,45.0,0,active
bcuzz-growth-stimulator-12oz,B'Cuzz Growth Stimulator - 12oz,hmh00276,22.0,0,active
bcuzz-hydro-a-1l,B'Cuzz Hydro A 1L,hmh00263,16.1,0,active
bcuzz-blossombuilder-355-ml,B`Cuzz BlossomBuilder 355 ml.,hmh01434,46.69,0,active
bcuzz-bio-nrg-bloom-c-1l,B'Cuzz BIO-NRG Bloom-C 1L,hmh00257,16.7,0,active
bcuzz-coco-nutrition-componet-b-5l,B'Cuzz CoCo Nutrition Componet B 5L,hmh01229,65.5,0,active
aquashield-qt,AquaShield Qt.,hmh01178,14.5,0,active
atami-rootblastic-250-ml,Atami RootBlastic 250 ml,hmh01432,82.84,0,active
athena-stack-32-oz,Athena Stack 32 oz,,100.0,0,active
accurate-ph-4-replacement-remote-probe,Accurate pH 4 replacement /remote probe,hmh01598,34.95,0,active
athenas-aminas-quart,Athena's Aminas Quart,hmh01375,15.0,0,active
6-ft-add-a-lamp-pkg-includes-rail-pushrod-trolley-hardware,6 ft add-a-lamp pkg. Includes rail pushrod trolley & hardware,hmh00900,59.95,0,active
6-net-pot,"6"" Net Pot",hmh01322,1.5,0,active
bcuzz-booster-pack,B'cuzZ Booster Pack,hmh01224,12.95,0,active
bcuzz-bloom-stimulator-12oz,B'Cuzz Bloom Stimulator - 12oz,hmh00273,22.0,0,active
bcuzz-coco-nutrition-componet-a-1l,B'Cuzz CoCo Nutrition Componet A 1L,hmh01226,16.1,0,active
bcuzz-coco-nutrition-componet-a-5l,B'Cuzz CoCo Nutrition Componet A 5L,hmh01228,65.5,0,active
athena-bloom-b,Athena Bloom B 1 Gallon,,45.0,0,active
athena-pk-bloom-booster,Athena PK Bloom Booster-1 gallon,,45.0,0,active
athena-grow-b,Athena Grow B 1 Gallon,,45.0,0,active
agrowlyte-5-gallon,AGrowLyte 5 gallon,,179.0,0,active
b-52-vitamin-2-5-gal,B-52 Vitamin (2.5 gal),hmh01023,330.0,0,active
8-flange,"8"" Flange",hmh00741,26.58,0,active
agrowlyte-stop-pm-5-gallon,Agrowlyte Stop PM 5 Gallon,,169.0,0,active
aquaspinners-2,AquaSpinners,hmh01200,1.15,0,active
alienz-auto-feminised-alienz-x-watermelon-auto-5-seed,AlienZ Auto (Feminised) Alienz x Watermelon Auto 5 Seed,,66.0,0,active
athena-camg-2,Athena CaMg,,45.0,0,active
air-tight-6-a-c-w-15-socket-set,Air Tight 6 A/C - w/15' Socket Set,hmh01201,75.0,0,active
athena-ipm-32-oz,Athena IPM 32 oz.,,65.0,0,active
athena-cuts-rooting-gel-compound-14oz,Athena Cuts Rooting Gel Compound - 14oz,,72.0,0,active
athena-pro-core-10-lb,Athena Pro Core 10 lb.,,79.0,0,active
bcuzz-bio-nrg-growth-c-1l,B'Cuzz BIO-NRG Growth-C 1L,hmh00261,16.7,0,active
athena-cleanse,Athena Cleanse,,70.0,0,active
athena-cleanse,,,0.0,0,
bcuzz-bio-nrg-flavor-c-5l,B'Cuzz BIO-NRG Flavor-C 5L,hmh00260,67.0,0,active
b-52-vitamin-1-lt,B-52 Vitamin (1 lt),hmh01021,44.6,0,active
ac-wsa20-b-automatic-water-sprayer-2-liter,"AC-WSA20-B Automatic Water Sprayer, 2-Liter",,29.99,0,active
bcuzz-bio-nrg-flavor-c-1l,B'Cuzz BIO-NRG Flavor-C 1L,hmh00259,16.7,0,active
aphrodites-extraction-gallon,Aphrodite's Extraction Gallon,hmh01373,45.0,0,active
aphrodites-extraction-quart,Aphrodite's Extraction Quart,hmh01372,22.0,0,active
autumn-quart,Autumn Quart,hmh01471,19.7,0,active
autumn-2-5-gallon,Autumn 2.5 Gallon,hmh01473,120.74,0,active
accurate-ph-4-w-remote-probe-2,Accurate pH 4 w/remote probe,hmh01597,74.95,0,active
bcuzz-hydro-b-5l,B'Cuzz Hydro B 5L,hmh00266,51.5,0,active
8-in-x-25-ft-flexible-duct-w-2-clamps-included,8 in. x 25 ft flexible duct w / 2 clamps included,hmh00800,31.95,0,active
8-oz-twin-pack-electrode-cleaning-solution-a-b,8 oz twin pack electrode cleaning solution #A & #B,hmh00966,17.5,0,active
ac-infinity-controller-ai-environmental-controller,AC Infinity/CONTROLLER AI+ Environmental Controller,,120.0,0,active
6-mesh-basket,"6"" Mesh Basket",hmh00836,1.5,0,active
8oz-electrode-storage-solution,8oz electrode storage solution,hmh00967,8.75,0,active
8-max-fan-675-cfm,"8"" Max-Fan, 675 CFM",hmh00806,115.0,0,active
8-pack-of-badboy-ho-t-5-4-ft-triphosphor-bloom-2,8 Pack of BadBoy HO T-5 4 ft Triphosphor Bloom,hmh01731,96.0,0,active
6-in-net-pot-case-of-50,6 in. Net-Pot (case of 50),hmh00843,97.0,0,active
50-ft-diamond-silver-white-film,50 ft. Diamond Silver White Film,hmh01540,82.95,0,active
6-flange,"6"" Flange",hmh00740,26.58,0,active
8-in-cool-tube-with-reflector-socket-w-15-ft-cord-24-long,"8 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long",hmh00518,89.0,0,active
6-in-x-25-ft-flexible-duct-w-2-clamps-included,6 in. x 25 ft flexible duct W/ 2 clamps included,hmh00799,24.95,0,active
8-in-backdraft-damper,8 in. Backdraft Damper,hmh00784,36.95,0,active
6-in-cool-tube-with-reflector-socket-w-15-ft-cord-24-long,"6 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long",hmh00519,69.95,0,active
6-in-site-plug-case-of-10,6 in. Site Plug (case of 10),hmh00847,31.9,0,active
6-in-backdraft-damper,6 in. Backdraft Damper,hmh00783,27.95,0,active
8-in-hose-clamps,8 in. hose clamps,hmh00805,4.0,0,active
6-in-hose-clamps,6 in. hose clamps,hmh00804,1.9,0,active
6-in-bucket-basket,6 in. Bucket Basket,hmh00831,3.9,0,active
6-can-filter-flange,"6"" CAN Filter Flange",hmh00724,24.99,0,active
6-ft-rail-only,6 ft Rail only,hmh00901,25.95,0,active
5-8-shut-off-barbed-valve-bag-of-10,"5/8"" shut-off barbed valve (bag of 10)",hmh00830,47.2,0,active
5-net-pot,"5"" Net Pot",hmh01323,1.0,0,active
50-ft-black-white-panda-film-poly,50 ft. Black & White Panda Film (poly),hmh01543,52.95,0,active
5-gal-9-bag-kit-w-12-x-10-pressing-screen,"5 Gal, 9 bag Kit w/12"" x 10"" pressing screen",hmh00821,250.0,0,active
40-micron-filter-for-tnc-pump,40 micron filter for TNC pump,hmh00914,13.49,0,active
5-mesh-basket,"5"" Mesh Basket",hmh00835,1.0,0,active
5-gallon-electric-washing-machine-w-220-micro-bag,5 Gallon Electric Washing Machine w/220 micro bag,hmh01528,199.0,0,active
4-laser-sprayline,4' Laser Sprayline,hmh00825,9.72,0,active
430-sodium-son-agro-54000-lumens,430 Sodium Son-Agro 54000 lumens,hmh00854,89.95,0,active
4-t5-fixture-54w-5022-lumens,4' T5 Fixture 54W (5022 Lumens),hmh00529,35.95,0,active
4-nanotech-reflector-for-sunblaster-t5,4' Nanotech Reflector for Sunblaster T5,hmh01480,19.95,0,active
5-gal-4-bag-kit-w-12-x-10-pressing-screen,"5 Gal, 4 bag Kit w/12"" x 10"" pressing screen",hmh00820,134.95,0,active
5-gallon-3-bag-kit,5 gallon /3 Bag Kit,hmh01531,180.0,0,active
